payment_id,order_id,payment_type,payment_value
PAY05420,ORD05420,COD,8249
PAY05421,ORD05421,UPI,4560
PAY05422,ORD05422,UPI,1144
PAY05423,ORD05423,UPI,5891
PAY05424,ORD05424,UPI,2344
PAY05425,ORD05425,UPI,11417
PAY05426,ORD05426,Card,8530
PAY05427,ORD05427,COD,7635
PAY05428,ORD05428,UPI,3827
PAY05429,ORD05429,COD,7952
PAY05430,ORD05430,Card,10036
PAY05431,ORD05431,Card,10928
PAY05432,ORD05432,Card,11639
PAY05433,ORD05433,Wallet,9563
PAY05434,ORD05434,COD,6111
PAY05435,ORD05435,Wallet,9320
PAY05436,ORD05436,UPI,2642
PAY05437,ORD05437,Wallet,9280
PAY05438,ORD05438,Wallet,6001
PAY05439,ORD05439,UPI,5840
PAY05440,ORD05440,COD,4577
PAY05441,ORD05441,Wallet,4181
PAY05442,ORD05442,UPI,11775
PAY05443,ORD05443,COD,7737
PAY05444,ORD05444,COD,4138
PAY05445,ORD05445,Wallet,1692
PAY05446,ORD05446,UPI,887
PAY05447,ORD05447,COD,3780
PAY05448,ORD05448,Wallet,2905
PAY05449,ORD05449,Wallet,6699
PAY05450,ORD05450,Wallet,1771
PAY05451,ORD05451,UPI,8509
PAY05452,ORD05452,UPI,4276
PAY05453,ORD05453,Card,9415
PAY05454,ORD05454,COD,4023
PAY05455,ORD05455,UPI,8744
PAY05456,ORD05456,Wallet,8743
PAY05457,ORD05457,Card,6239
PAY05458,ORD05458,Card,10660
PAY05459,ORD05459,Card,9054
PAY05460,ORD05460,UPI,3180
PAY05461,ORD05461,Card,9031
PAY05462,ORD05462,UPI,7534
PAY05463,ORD05463,UPI,11597
PAY05464,ORD05464,Card,11362
PAY05465,ORD05465,Card,3866
PAY05466,ORD05466,Card,9811
PAY05467,ORD05467,Wallet,11265
PAY05468,ORD05468,UPI,9934
PAY05469,ORD05469,Wallet,6818
PAY05470,ORD05470,UPI,11987
PAY05471,ORD05471,UPI,8337
PAY05472,ORD05472,Wallet,2281
PAY05473,ORD05473,UPI,5871
PAY05474,ORD05474,COD,8451
PAY05475,ORD05475,Wallet,1061
PAY05476,ORD05476,Wallet,1913
PAY05477,ORD05477,UPI,10631
PAY05478,ORD05478,UPI,5852
PAY05479,ORD05479,UPI,8648
PAY05480,ORD05480,Card,2419
PAY05481,ORD05481,Card,6968
PAY05482,ORD05482,Card,2740
PAY05483,ORD05483,Card,9947
PAY05484,ORD05484,COD,7210
PAY05485,ORD05485,COD,11486
PAY05486,ORD05486,Card,10030
PAY05487,ORD05487,Card,7212
PAY05488,ORD05488,Card,2532
PAY05489,ORD05489,COD,8901
PAY05490,ORD05490,COD,9446
PAY05491,ORD05491,UPI,9500
PAY05492,ORD05492,Card,11149
PAY05493,ORD05493,Card,10534
PAY05494,ORD05494,UPI,1296
PAY05495,ORD05495,Wallet,2888
PAY05496,ORD05496,Card,4348
PAY05497,ORD05497,Card,5320
PAY05498,ORD05498,UPI,3131
PAY05499,ORD05499,Wallet,7366
PAY05500,ORD05500,Card,8032
PAY05501,ORD05501,Wallet,8414
PAY05502,ORD05502,COD,2808
PAY05503,ORD05503,COD,7353
PAY05504,ORD05504,UPI,8863
PAY05505,ORD05505,Wallet,1227
PAY05506,ORD05506,COD,11942
PAY05507,ORD05507,UPI,9325
PAY05508,ORD05508,COD,11455
PAY05509,ORD05509,Card,8041
PAY05510,ORD05510,UPI,2079
PAY05511,ORD05511,COD,1696
PAY05512,ORD05512,COD,4695
PAY05513,ORD05513,UPI,4494
PAY05514,ORD05514,Wallet,11834
PAY05515,ORD05515,Card,7835
PAY05516,ORD05516,UPI,793
PAY05517,ORD05517,COD,8832
PAY05518,ORD05518,UPI,3993
PAY05519,ORD05519,Card,5136
PAY05520,ORD05520,UPI,11675
PAY05521,ORD05521,COD,2289
PAY05522,ORD05522,COD,3541
PAY05523,ORD05523,Card,4991
PAY05524,ORD05524,COD,6042
PAY05525,ORD05525,Wallet,9251
PAY05526,ORD05526,UPI,584
PAY05527,ORD05527,Card,10486
PAY05528,ORD05528,UPI,4920
PAY05529,ORD05529,COD,8643
PAY05530,ORD05530,Card,7185
PAY05531,ORD05531,UPI,9334
PAY05532,ORD05532,COD,1411
PAY05533,ORD05533,UPI,6887
PAY05534,ORD05534,UPI,8346
PAY05535,ORD05535,Card,3455
PAY05536,ORD05536,Card,8910
PAY05537,ORD05537,COD,1102
PAY05538,ORD05538,Wallet,2845
PAY05539,ORD05539,UPI,10759
PAY05540,ORD05540,UPI,2388
PAY05541,ORD05541,Wallet,10648
PAY05542,ORD05542,UPI,11057
PAY05543,ORD05543,UPI,2006
PAY05544,ORD05544,COD,1955
PAY05545,ORD05545,UPI,10399
PAY05546,ORD05546,UPI,3476
PAY05547,ORD05547,COD,11147
PAY05548,ORD05548,COD,7027
PAY05549,ORD05549,UPI,9425
PAY05550,ORD05550,UPI,9609
PAY05551,ORD05551,Card,9076
PAY05552,ORD05552,Card,11380
PAY05553,ORD05553,UPI,748
PAY05554,ORD05554,Card,2111
PAY05555,ORD05555,Card,10280
PAY05556,ORD05556,UPI,726
PAY05557,ORD05557,Card,5753
PAY05558,ORD05558,COD,5610
PAY05559,ORD05559,UPI,3501
PAY05560,ORD05560,Card,1526
PAY05561,ORD05561,Wallet,11295
PAY05562,ORD05562,COD,7819
PAY05563,ORD05563,UPI,8481
PAY05564,ORD05564,Card,4338
PAY05565,ORD05565,UPI,1730
PAY05566,ORD05566,Card,9538
PAY05567,ORD05567,COD,10837
PAY05568,ORD05568,Card,10549
PAY05569,ORD05569,UPI,4554
PAY05570,ORD05570,UPI,1163
PAY05571,ORD05571,Card,2022
PAY05572,ORD05572,COD,3679
PAY05573,ORD05573,UPI,10858
PAY05574,ORD05574,Wallet,1394
PAY05575,ORD05575,COD,3865
PAY05576,ORD05576,UPI,11977
PAY05577,ORD05577,Card,7081
PAY05578,ORD05578,Wallet,11385
PAY05579,ORD05579,Wallet,9712
PAY05580,ORD05580,Wallet,7516
PAY05581,ORD05581,Card,5002
PAY05582,ORD05582,Wallet,1111
PAY05583,ORD05583,COD,8752
PAY05584,ORD05584,Wallet,9282
PAY05585,ORD05585,COD,11457
PAY05586,ORD05586,UPI,11901
PAY05587,ORD05587,Card,2459
PAY05588,ORD05588,Card,10085
PAY05589,ORD05589,Card,1785
PAY05590,ORD05590,Card,7507
PAY05591,ORD05591,Card,1170
PAY05592,ORD05592,Card,6053
PAY05593,ORD05593,Wallet,11697
PAY05594,ORD05594,UPI,11758
PAY05595,ORD05595,UPI,3038
PAY05596,ORD05596,Card,7618
PAY05597,ORD05597,UPI,7451
PAY05598,ORD05598,COD,1115
PAY05599,ORD05599,Card,4108
PAY05600,ORD05600,Card,9752
PAY05601,ORD05601,COD,11551
PAY05602,ORD05602,UPI,11954
PAY05603,ORD05603,Wallet,11518
PAY05604,ORD05604,COD,2008
PAY05605,ORD05605,Wallet,7357
PAY05606,ORD05606,Wallet,3764
PAY05607,ORD05607,UPI,2749
PAY05608,ORD05608,Card,5345
PAY05609,ORD05609,UPI,5923
PAY05610,ORD05610,COD,8321
PAY05611,ORD05611,Wallet,609
PAY05612,ORD05612,UPI,4698
PAY05613,ORD05613,Wallet,2522
PAY05614,ORD05614,COD,9746
PAY05615,ORD05615,Card,1133
PAY05616,ORD05616,COD,8584
PAY05617,ORD05617,UPI,3196
PAY05618,ORD05618,Card,3335
PAY05619,ORD05619,UPI,3242
PAY05620,ORD05620,COD,6413
PAY05621,ORD05621,UPI,9907
PAY05622,ORD05622,Card,4967
PAY05623,ORD05623,Wallet,8787
PAY05624,ORD05624,COD,11011
PAY05625,ORD05625,Card,8420
PAY05626,ORD05626,Card,2923
PAY05627,ORD05627,COD,8258
PAY05628,ORD05628,UPI,11011
PAY05629,ORD05629,UPI,5823
PAY05630,ORD05630,Wallet,10623
PAY05631,ORD05631,UPI,1372
PAY05632,ORD05632,Wallet,3768
PAY05633,ORD05633,COD,7439
PAY05634,ORD05634,UPI,4231
PAY05635,ORD05635,UPI,11947
PAY05636,ORD05636,UPI,7640
PAY05637,ORD05637,COD,8515
PAY05638,ORD05638,Card,11960
PAY05639,ORD05639,UPI,8745
PAY05640,ORD05640,UPI,10662
PAY05641,ORD05641,COD,4923
PAY05642,ORD05642,Card,11760
PAY05643,ORD05643,COD,2096
PAY05644,ORD05644,COD,8111
PAY05645,ORD05645,Card,10428
PAY05646,ORD05646,COD,9908
PAY05647,ORD05647,UPI,4159
PAY05648,ORD05648,COD,1294
PAY05649,ORD05649,Wallet,10857
PAY05650,ORD05650,Card,10530
PAY05651,ORD05651,Card,4901
PAY05652,ORD05652,Card,3990
PAY05653,ORD05653,UPI,6960
PAY05654,ORD05654,COD,10336
PAY05655,ORD05655,Wallet,7319
PAY05656,ORD05656,COD,3989
PAY05657,ORD05657,Card,1552
PAY05658,ORD05658,COD,8389
PAY05659,ORD05659,UPI,10961
PAY05660,ORD05660,Wallet,6962
PAY05661,ORD05661,COD,2380
PAY05662,ORD05662,Card,4457
PAY05663,ORD05663,Card,7350
PAY05664,ORD05664,Card,9064
PAY05665,ORD05665,UPI,11595
PAY05666,ORD05666,Card,8326
PAY05667,ORD05667,Wallet,3568
PAY05668,ORD05668,COD,5091
PAY05669,ORD05669,Card,11069
PAY05670,ORD05670,Wallet,11444
PAY05671,ORD05671,Wallet,6546
PAY05672,ORD05672,Card,6335
PAY05673,ORD05673,Card,4663
PAY05674,ORD05674,UPI,6755
PAY05675,ORD05675,UPI,6840
PAY05676,ORD05676,COD,4481
PAY05677,ORD05677,COD,3512
PAY05678,ORD05678,Card,9828
PAY05679,ORD05679,Wallet,1903
PAY05680,ORD05680,COD,11793
PAY05681,ORD05681,Wallet,5720
PAY05682,ORD05682,UPI,9204
PAY05683,ORD05683,Wallet,9165
PAY05684,ORD05684,UPI,4352
PAY05685,ORD05685,Card,11534
PAY05686,ORD05686,COD,8087
PAY05687,ORD05687,Card,3925
PAY05688,ORD05688,Wallet,5198
PAY05689,ORD05689,UPI,7392
PAY05690,ORD05690,Card,7764
PAY05691,ORD05691,Card,6964
PAY05692,ORD05692,Wallet,5204
PAY05693,ORD05693,Wallet,3101
PAY05694,ORD05694,COD,10066
PAY05695,ORD05695,COD,2347
PAY05696,ORD05696,Card,3340
PAY05697,ORD05697,UPI,11743
PAY05698,ORD05698,Card,1615
PAY05699,ORD05699,Card,4316
PAY05700,ORD05700,UPI,503
PAY05701,ORD05701,Card,3953
PAY05702,ORD05702,COD,4551
PAY05703,ORD05703,Card,6803
PAY05704,ORD05704,UPI,10125
PAY05705,ORD05705,UPI,4054
PAY05706,ORD05706,Wallet,11656
PAY05707,ORD05707,Card,2437
PAY05708,ORD05708,COD,10349
PAY05709,ORD05709,UPI,8359
PAY05710,ORD05710,Card,3621
PAY05711,ORD05711,Card,3224
PAY05712,ORD05712,Wallet,5761
PAY05713,ORD05713,UPI,2148
PAY05714,ORD05714,UPI,9539
PAY05715,ORD05715,Wallet,3024
PAY05716,ORD05716,COD,8492
PAY05717,ORD05717,COD,11509
PAY05718,ORD05718,Card,8712
PAY05719,ORD05719,Card,5910
PAY05720,ORD05720,Card,1066
PAY05721,ORD05721,COD,8146
PAY05722,ORD05722,COD,514
PAY05723,ORD05723,UPI,4237
PAY05724,ORD05724,Card,7311
PAY05725,ORD05725,Wallet,4318
PAY05726,ORD05726,UPI,1795
PAY05727,ORD05727,Wallet,10249
PAY05728,ORD05728,UPI,7391
PAY05729,ORD05729,UPI,4902
PAY05730,ORD05730,COD,8141
PAY05731,ORD05731,Card,3356
PAY05732,ORD05732,Card,7225
PAY05733,ORD05733,COD,827
PAY05734,ORD05734,Wallet,4563
PAY05735,ORD05735,COD,10962
PAY05736,ORD05736,UPI,11835
PAY05737,ORD05737,UPI,6003
PAY05738,ORD05738,UPI,11036
PAY05739,ORD05739,Wallet,2022
PAY05740,ORD05740,Card,4777
PAY05741,ORD05741,UPI,8010
PAY05742,ORD05742,Card,9186
PAY05743,ORD05743,Card,6265
PAY05744,ORD05744,Wallet,11601
PAY05745,ORD05745,UPI,5591
PAY05746,ORD05746,COD,10972
PAY05747,ORD05747,UPI,7164
PAY05748,ORD05748,UPI,5976
PAY05749,ORD05749,Card,3666
PAY05750,ORD05750,COD,2360
PAY05751,ORD05751,Card,4247
PAY05752,ORD05752,UPI,7959
PAY05753,ORD05753,Card,5955
PAY05754,ORD05754,Card,3832
PAY05755,ORD05755,COD,10985
PAY05756,ORD05756,UPI,9717
PAY05757,ORD05757,UPI,2965
PAY05758,ORD05758,Card,11172
PAY05759,ORD05759,Card,3803
PAY05760,ORD05760,Card,5052
PAY05761,ORD05761,Wallet,11048
PAY05762,ORD05762,COD,810
PAY05763,ORD05763,UPI,7435
PAY05764,ORD05764,UPI,3941
PAY05765,ORD05765,UPI,657
PAY05766,ORD05766,COD,4176
PAY05767,ORD05767,COD,4757
PAY05768,ORD05768,Card,8646
PAY05769,ORD05769,Card,4824
PAY05770,ORD05770,Card,11070
PAY05771,ORD05771,UPI,8692
PAY05772,ORD05772,Wallet,11724
PAY05773,ORD05773,COD,1363
PAY05774,ORD05774,UPI,11681
PAY05775,ORD05775,Wallet,4779
PAY05776,ORD05776,Card,925
PAY05777,ORD05777,COD,9823
PAY05778,ORD05778,Card,10945
PAY05779,ORD05779,Wallet,6790
PAY05780,ORD05780,Wallet,2597
PAY05781,ORD05781,UPI,9981
PAY05782,ORD05782,Card,508
PAY05783,ORD05783,Wallet,11927
PAY05784,ORD05784,COD,8412
PAY05785,ORD05785,Wallet,2236
PAY05786,ORD05786,Wallet,8010
PAY05787,ORD05787,Card,7472
PAY05788,ORD05788,COD,9458
PAY05789,ORD05789,UPI,5045
PAY05790,ORD05790,Wallet,3267
PAY05791,ORD05791,Card,752
PAY05792,ORD05792,COD,7018
PAY05793,ORD05793,Wallet,8892
PAY05794,ORD05794,UPI,10079
PAY05795,ORD05795,UPI,3673
PAY05796,ORD05796,Card,1573
PAY05797,ORD05797,COD,11921
PAY05798,ORD05798,UPI,8959
PAY05799,ORD05799,UPI,3627
PAY05800,ORD05800,Wallet,2229
PAY05801,ORD05801,COD,4783
PAY05802,ORD05802,Wallet,4699
PAY05803,ORD05803,COD,5862
PAY05804,ORD05804,Card,4189
PAY05805,ORD05805,UPI,7004
PAY05806,ORD05806,UPI,3967
PAY05807,ORD05807,COD,11117
PAY05808,ORD05808,Card,11779
PAY05809,ORD05809,UPI,730
PAY05810,ORD05810,Card,6587
PAY05811,ORD05811,UPI,1889
PAY05812,ORD05812,COD,3871
PAY05813,ORD05813,Wallet,3720
PAY05814,ORD05814,COD,8578
PAY05815,ORD05815,COD,1830
PAY05816,ORD05816,Card,5562
PAY05817,ORD05817,Card,1021
PAY05818,ORD05818,Wallet,5727
PAY05819,ORD05819,Wallet,5522
PAY05820,ORD05820,Wallet,10605
PAY05821,ORD05821,Wallet,705
PAY05822,ORD05822,Wallet,1878
PAY05823,ORD05823,UPI,1225
PAY05824,ORD05824,COD,6639
PAY05825,ORD05825,Wallet,4565
PAY05826,ORD05826,COD,11811
PAY05827,ORD05827,UPI,9977
PAY05828,ORD05828,Card,8620
PAY05829,ORD05829,Card,3046
PAY05830,ORD05830,UPI,9947
PAY05831,ORD05831,UPI,846
PAY05832,ORD05832,Card,7723
PAY05833,ORD05833,Card,8820
PAY05834,ORD05834,UPI,4405
PAY05835,ORD05835,Card,9647
PAY05836,ORD05836,Card,8291
PAY05837,ORD05837,UPI,3766
PAY05838,ORD05838,Card,8503
PAY05839,ORD05839,UPI,3911
PAY05840,ORD05840,Card,3239
PAY05841,ORD05841,Card,6062
PAY05842,ORD05842,Card,10835
PAY05843,ORD05843,UPI,5368
PAY05844,ORD05844,UPI,1066
PAY05845,ORD05845,UPI,9214
PAY05846,ORD05846,UPI,5233
PAY05847,ORD05847,Wallet,8850
PAY05848,ORD05848,Card,3815
PAY05849,ORD05849,UPI,11493
PAY05850,ORD05850,COD,822
PAY05851,ORD05851,COD,5394
PAY05852,ORD05852,Card,7799
PAY05853,ORD05853,COD,2872
PAY05854,ORD05854,Wallet,9948
PAY05855,ORD05855,Wallet,8516
PAY05856,ORD05856,Card,1742
PAY05857,ORD05857,Wallet,2168
PAY05858,ORD05858,Card,8563
PAY05859,ORD05859,UPI,3247
PAY05860,ORD05860,Card,9767
PAY05861,ORD05861,Wallet,11377
PAY05862,ORD05862,COD,11094
PAY05863,ORD05863,Card,9420
PAY05864,ORD05864,COD,5958
PAY05865,ORD05865,Wallet,10533
PAY05866,ORD05866,UPI,3288
PAY05867,ORD05867,COD,7004
PAY05868,ORD05868,COD,2382
PAY05869,ORD05869,COD,8784
PAY05870,ORD05870,Wallet,9020
PAY05871,ORD05871,UPI,9680
PAY05872,ORD05872,Wallet,11827
PAY05873,ORD05873,UPI,8203
PAY05874,ORD05874,Card,8857
PAY05875,ORD05875,COD,4871
PAY05876,ORD05876,Wallet,6187
PAY05877,ORD05877,UPI,8825
PAY05878,ORD05878,UPI,5167
PAY05879,ORD05879,Card,11831
PAY05880,ORD05880,UPI,3718
PAY05881,ORD05881,Card,3068
PAY05882,ORD05882,Card,10649
PAY05883,ORD05883,UPI,11902
PAY05884,ORD05884,UPI,10767
PAY05885,ORD05885,COD,1652
PAY05886,ORD05886,UPI,7848
PAY05887,ORD05887,Card,1427
PAY05888,ORD05888,Wallet,6093
PAY05889,ORD05889,Wallet,5435
PAY05890,ORD05890,UPI,10880
PAY05891,ORD05891,Card,10036
PAY05892,ORD05892,UPI,8563
PAY05893,ORD05893,UPI,4942
PAY05894,ORD05894,COD,4922
PAY05895,ORD05895,Card,1974
PAY05896,ORD05896,Card,10478
PAY05897,ORD05897,COD,5450
PAY05898,ORD05898,Card,4620
PAY05899,ORD05899,Wallet,8798
PAY05900,ORD05900,Card,2609
PAY05901,ORD05901,COD,11621
PAY05902,ORD05902,UPI,11387
PAY05903,ORD05903,COD,4097
PAY05904,ORD05904,Wallet,3740
PAY05905,ORD05905,Card,3384
PAY05906,ORD05906,COD,11614
PAY05907,ORD05907,Card,2635
PAY05908,ORD05908,Card,1064
PAY05909,ORD05909,Card,10553
PAY05910,ORD05910,UPI,11359
PAY05911,ORD05911,COD,6745
PAY05912,ORD05912,COD,3142
PAY05913,ORD05913,Wallet,5124
PAY05914,ORD05914,Wallet,10088
PAY05915,ORD05915,UPI,7715
PAY05916,ORD05916,Card,2737
PAY05917,ORD05917,UPI,3972
PAY05918,ORD05918,Wallet,2250
PAY05919,ORD05919,Wallet,6333
PAY05920,ORD05920,COD,2555
PAY05921,ORD05921,Wallet,8011
PAY05922,ORD05922,Wallet,8030
PAY05923,ORD05923,Wallet,921
PAY05924,ORD05924,COD,2343
PAY05925,ORD05925,COD,8700
PAY05926,ORD05926,COD,3557
PAY05927,ORD05927,COD,11029
PAY05928,ORD05928,COD,6606
PAY05929,ORD05929,COD,5114
PAY05930,ORD05930,Card,5057
PAY05931,ORD05931,COD,9662
PAY05932,ORD05932,Card,1003
PAY05933,ORD05933,COD,3082
PAY05934,ORD05934,Wallet,1930
PAY05935,ORD05935,UPI,4841
PAY05936,ORD05936,Card,4618
PAY05937,ORD05937,COD,9227
PAY05938,ORD05938,Wallet,6368
PAY05939,ORD05939,COD,9620
PAY05940,ORD05940,COD,837
PAY05941,ORD05941,UPI,5385
PAY05942,ORD05942,Card,7921
PAY05943,ORD05943,Wallet,10650
PAY05944,ORD05944,COD,1985
PAY05945,ORD05945,Card,10942
PAY05946,ORD05946,Card,8074
PAY05947,ORD05947,UPI,8931
PAY05948,ORD05948,UPI,4769
PAY05949,ORD05949,UPI,4967
PAY05950,ORD05950,Wallet,1274
PAY05951,ORD05951,COD,11511
PAY05952,ORD05952,COD,4248
PAY05953,ORD05953,COD,3709
PAY05954,ORD05954,Card,11531
PAY05955,ORD05955,Wallet,3516
PAY05956,ORD05956,UPI,3923
PAY05957,ORD05957,COD,6794
PAY05958,ORD05958,COD,2343
PAY05959,ORD05959,Wallet,9018
PAY05960,ORD05960,Card,1022
PAY05961,ORD05961,UPI,7501
PAY05962,ORD05962,Wallet,8351
PAY05963,ORD05963,COD,3436
PAY05964,ORD05964,Wallet,8527
PAY05965,ORD05965,COD,7811
PAY05966,ORD05966,Card,9588
PAY05967,ORD05967,UPI,11305
PAY05968,ORD05968,Card,5144
PAY05969,ORD05969,UPI,7254
PAY05970,ORD05970,Wallet,3493
PAY05971,ORD05971,COD,2492
PAY05972,ORD05972,COD,6214
PAY05973,ORD05973,COD,1679
PAY05974,ORD05974,Card,10864
PAY05975,ORD05975,Card,9266
PAY05976,ORD05976,Wallet,5302
PAY05977,ORD05977,Card,9454
PAY05978,ORD05978,Card,7891
PAY05979,ORD05979,Wallet,11493
PAY05980,ORD05980,COD,8937
PAY05981,ORD05981,Card,1667
PAY05982,ORD05982,COD,5029
PAY05983,ORD05983,Card,8613
PAY05984,ORD05984,COD,11818
PAY05985,ORD05985,UPI,1429
PAY05986,ORD05986,UPI,5341
PAY05987,ORD05987,Card,581
PAY05988,ORD05988,Card,3474
PAY05989,ORD05989,Wallet,10785
PAY05990,ORD05990,UPI,7742
PAY05991,ORD05991,Wallet,7176
PAY05992,ORD05992,Wallet,2209
PAY05993,ORD05993,Wallet,1766
PAY05994,ORD05994,COD,6710
PAY05995,ORD05995,Card,4637
PAY05996,ORD05996,Card,6411
PAY05997,ORD05997,Wallet,4741
PAY05998,ORD05998,Card,10043
PAY05999,ORD05999,Wallet,1678
PAY06000,ORD06000,COD,610
PAY06001,ORD06001,Wallet,3458
PAY06002,ORD06002,COD,3912
PAY06003,ORD06003,UPI,1831
PAY06004,ORD06004,Wallet,6791
PAY06005,ORD06005,Card,1596
PAY06006,ORD06006,Card,5130
PAY06007,ORD06007,Card,11361
PAY06008,ORD06008,Card,800
PAY06009,ORD06009,Card,1611
PAY06010,ORD06010,COD,4048
PAY06011,ORD06011,UPI,2712
PAY06012,ORD06012,Card,2831
PAY06013,ORD06013,COD,8845
PAY06014,ORD06014,COD,9757
PAY06015,ORD06015,Card,2935
PAY06016,ORD06016,Card,4214
PAY06017,ORD06017,UPI,1176
PAY06018,ORD06018,Card,11727
PAY06019,ORD06019,UPI,10475
PAY06020,ORD06020,UPI,629
PAY06021,ORD06021,Card,7468
PAY06022,ORD06022,Wallet,5162
PAY06023,ORD06023,Card,1574
PAY06024,ORD06024,Wallet,6742
PAY06025,ORD06025,COD,7519
PAY06026,ORD06026,UPI,6772
PAY06027,ORD06027,Wallet,8361
PAY06028,ORD06028,Card,10624
PAY06029,ORD06029,Wallet,4553
PAY06030,ORD06030,Card,9647
PAY06031,ORD06031,Wallet,3339
PAY06032,ORD06032,COD,5176
PAY06033,ORD06033,UPI,1129
PAY06034,ORD06034,COD,11712
PAY06035,ORD06035,UPI,7799
PAY06036,ORD06036,Wallet,3538
PAY06037,ORD06037,UPI,8187
PAY06038,ORD06038,Wallet,3438
PAY06039,ORD06039,Wallet,6645
PAY06040,ORD06040,Card,6969
PAY06041,ORD06041,Card,9181
PAY06042,ORD06042,UPI,3664
PAY06043,ORD06043,UPI,809
PAY06044,ORD06044,COD,3570
PAY06045,ORD06045,UPI,4089
PAY06046,ORD06046,UPI,9796
PAY06047,ORD06047,COD,6908
PAY06048,ORD06048,Card,3193
PAY06049,ORD06049,UPI,7300
PAY06050,ORD06050,Card,11474
PAY06051,ORD06051,Wallet,8397
PAY06052,ORD06052,UPI,2442
PAY06053,ORD06053,Card,7078
PAY06054,ORD06054,Card,6237
PAY06055,ORD06055,Card,8608
PAY06056,ORD06056,COD,7252
PAY06057,ORD06057,Wallet,3511
PAY06058,ORD06058,COD,4992
PAY06059,ORD06059,Card,9836
PAY06060,ORD06060,UPI,11037
PAY06061,ORD06061,COD,1581
PAY06062,ORD06062,Card,2621
PAY06063,ORD06063,COD,6036
PAY06064,ORD06064,Card,4264
PAY06065,ORD06065,Wallet,8439
PAY06066,ORD06066,Card,11609
PAY06067,ORD06067,COD,2457
PAY06068,ORD06068,UPI,6628
PAY06069,ORD06069,UPI,9270
PAY06070,ORD06070,Wallet,4754
PAY06071,ORD06071,UPI,6709
PAY06072,ORD06072,Wallet,5499
PAY06073,ORD06073,Card,6242
PAY06074,ORD06074,UPI,1123
PAY06075,ORD06075,COD,11759
PAY06076,ORD06076,Card,11440
PAY06077,ORD06077,Wallet,9504
PAY06078,ORD06078,Wallet,2140
PAY06079,ORD06079,Card,11011
PAY06080,ORD06080,UPI,7292
PAY06081,ORD06081,Wallet,1260
PAY06082,ORD06082,UPI,1959
PAY06083,ORD06083,Wallet,10938
PAY06084,ORD06084,Wallet,9613
PAY06085,ORD06085,Card,10798
PAY06086,ORD06086,COD,7635
PAY06087,ORD06087,UPI,10299
PAY06088,ORD06088,Wallet,6654
PAY06089,ORD06089,Card,6263
PAY06090,ORD06090,Card,11228
PAY06091,ORD06091,Wallet,9849
PAY06092,ORD06092,Wallet,7037
PAY06093,ORD06093,COD,7277
PAY06094,ORD06094,Card,8377
PAY06095,ORD06095,Card,5112
PAY06096,ORD06096,Card,9360
PAY06097,ORD06097,UPI,5761
PAY06098,ORD06098,UPI,11054
PAY06099,ORD06099,Card,7821
PAY06100,ORD06100,COD,7625
PAY06101,ORD06101,Wallet,10955
PAY06102,ORD06102,UPI,8415
PAY06103,ORD06103,Card,11608
PAY06104,ORD06104,Wallet,4498
PAY06105,ORD06105,Wallet,9620
PAY06106,ORD06106,Card,9047
PAY06107,ORD06107,Card,5094
PAY06108,ORD06108,Card,512
PAY06109,ORD06109,Card,7748
PAY06110,ORD06110,UPI,3282
PAY06111,ORD06111,Wallet,11802
PAY06112,ORD06112,Wallet,11845
PAY06113,ORD06113,Wallet,5316
PAY06114,ORD06114,Card,1697
PAY06115,ORD06115,Card,8499
PAY06116,ORD06116,Wallet,3543
PAY06117,ORD06117,UPI,2575
PAY06118,ORD06118,Card,8890
PAY06119,ORD06119,UPI,10762
PAY06120,ORD06120,UPI,8901
PAY06121,ORD06121,Wallet,4387
PAY06122,ORD06122,Card,3374
PAY06123,ORD06123,UPI,3627
PAY06124,ORD06124,Card,1810
PAY06125,ORD06125,Card,11175
PAY06126,ORD06126,UPI,9935
PAY06127,ORD06127,UPI,874
PAY06128,ORD06128,COD,6443
PAY06129,ORD06129,Card,11875
PAY06130,ORD06130,COD,9669
PAY06131,ORD06131,COD,2920
PAY06132,ORD06132,Wallet,8353
PAY06133,ORD06133,UPI,11944
PAY06134,ORD06134,Wallet,9118
PAY06135,ORD06135,COD,9595
PAY06136,ORD06136,Wallet,10435
PAY06137,ORD06137,Wallet,3053
PAY06138,ORD06138,UPI,8439
PAY06139,ORD06139,Card,7393
PAY06140,ORD06140,UPI,8885
PAY06141,ORD06141,Card,2116
PAY06142,ORD06142,Card,10802
PAY06143,ORD06143,Wallet,10479
PAY06144,ORD06144,UPI,3307
PAY06145,ORD06145,Card,11779
PAY06146,ORD06146,Card,2486
PAY06147,ORD06147,UPI,8031
PAY06148,ORD06148,Wallet,7187
PAY06149,ORD06149,COD,11989
PAY06150,ORD06150,Wallet,6725
PAY06151,ORD06151,UPI,7744
PAY06152,ORD06152,UPI,9326
PAY06153,ORD06153,Card,4042
PAY06154,ORD06154,Card,8618
PAY06155,ORD06155,Card,9468
PAY06156,ORD06156,Card,11231
PAY06157,ORD06157,COD,9721
PAY06158,ORD06158,COD,4985
PAY06159,ORD06159,UPI,4524
PAY06160,ORD06160,COD,4262
PAY06161,ORD06161,UPI,10823
PAY06162,ORD06162,COD,8599
PAY06163,ORD06163,UPI,6660
PAY06164,ORD06164,COD,5841
PAY06165,ORD06165,COD,2265
PAY06166,ORD06166,Wallet,9880
PAY06167,ORD06167,UPI,5152
PAY06168,ORD06168,Wallet,9440
