review_id,order_id,rating,review_text
REV03987,ORD09138,4,Amazing quality
REV03988,ORD00636,4,Very satisfied with purchase
REV03989,ORD06231,4,Worth the price
REV03990,ORD05714,4,Very satisfied with purchase
REV03991,ORD04917,4,Very satisfied with purchase
REV03992,ORD07948,5,Worth the price
REV03993,ORD09796,4,Amazing quality
REV03994,ORD04841,4,Amazing quality
REV03995,ORD04707,2,"Delivery delayed, disappointed"
REV03996,ORD05332,4,Amazing quality
REV03997,ORD01898,3,Poor packaging
REV03998,ORD01861,2,Bad experience
REV03999,ORD02099,3,Poor packaging
REV04000,ORD08015,5,Amazing quality
REV04001,ORD00475,4,Very satisfied with purchase
REV04002,ORD03525,3,Not worth the money
REV04003,ORD00997,5,Amazing quality
REV04004,ORD04287,4,Worth the price
REV04005,ORD06413,5,Amazing quality
REV04006,ORD06532,5,Amazing quality
REV04007,ORD04397,3,"Delivery delayed, disappointed"
REV04008,ORD05568,4,Very satisfied with purchase
REV04009,ORD05055,4,Excellent product and fast delivery
REV04010,ORD09380,4,Very satisfied with purchase
REV04011,ORD03379,5,Highly recommended
REV04012,ORD05402,5,Excellent product and fast delivery
REV04013,ORD00327,2,Not worth the money
REV04014,ORD06213,5,Excellent product and fast delivery
REV04015,ORD05779,2,Bad experience
REV04016,ORD01040,5,Highly recommended
REV04017,ORD03449,5,Highly recommended
REV04018,ORD02573,4,Very satisfied with purchase
REV04019,ORD03758,5,Amazing quality
REV04020,ORD06126,3,Poor quality product
REV04021,ORD09060,3,Poor quality product
REV04022,ORD00592,5,Excellent product and fast delivery
REV04023,ORD01680,5,Highly recommended
REV04024,ORD00693,4,Amazing quality
REV04025,ORD00398,2,Bad experience
REV04026,ORD00554,3,Poor quality product
REV04027,ORD06191,3,"Delivery delayed, disappointed"
REV04028,ORD04424,5,Very satisfied with purchase
REV04029,ORD01211,5,Excellent product and fast delivery
REV04030,ORD00331,4,Amazing quality
REV04031,ORD09911,1,Not worth the money
REV04032,ORD09637,5,Excellent product and fast delivery
REV04033,ORD09924,5,Very satisfied with purchase
REV04034,ORD06966,5,Worth the price
REV04035,ORD04951,4,Excellent product and fast delivery
REV04036,ORD01634,3,Poor quality product
REV04037,ORD07724,3,Not worth the money
REV04038,ORD01525,4,Amazing quality
REV04039,ORD09192,3,Poor packaging
REV04040,ORD08737,3,Bad experience
REV04041,ORD00283,4,Amazing quality
REV04042,ORD06107,5,Amazing quality
REV04043,ORD07410,5,Excellent product and fast delivery
REV04044,ORD06511,3,"Delivery delayed, disappointed"
REV04045,ORD06060,5,Amazing quality
REV04046,ORD05090,4,Excellent product and fast delivery
REV04047,ORD01563,3,"Delivery delayed, disappointed"
REV04048,ORD08026,4,Very satisfied with purchase
REV04049,ORD02316,4,Excellent product and fast delivery
REV04050,ORD08576,4,Amazing quality
REV04051,ORD03809,5,Highly recommended
REV04052,ORD04130,1,Poor packaging
REV04053,ORD02468,4,Worth the price
REV04054,ORD09810,1,Not worth the money
REV04055,ORD04394,4,Excellent product and fast delivery
REV04056,ORD08008,5,Highly recommended
REV04057,ORD03863,4,Worth the price
REV04058,ORD08429,3,Poor packaging
REV04059,ORD01722,4,Excellent product and fast delivery
REV04060,ORD06156,4,Excellent product and fast delivery
REV04061,ORD02656,2,"Delivery delayed, disappointed"
REV04062,ORD02723,4,Excellent product and fast delivery
REV04063,ORD00640,3,"Delivery delayed, disappointed"
REV04064,ORD02798,5,Amazing quality
REV04065,ORD07983,4,Highly recommended
REV04066,ORD06851,2,Not worth the money
REV04067,ORD01927,4,Worth the price
REV04068,ORD04442,4,Worth the price
REV04069,ORD06089,4,Highly recommended
REV04070,ORD02319,4,Very satisfied with purchase
REV04071,ORD06083,3,Poor quality product
REV04072,ORD07736,4,Worth the price
REV04073,ORD02218,4,Worth the price
REV04074,ORD00161,2,Poor packaging
REV04075,ORD02464,3,Poor quality product
REV04076,ORD05110,4,Excellent product and fast delivery
REV04077,ORD01538,5,Very satisfied with purchase
REV04078,ORD01552,4,Worth the price
REV04079,ORD09740,1,Poor packaging
REV04080,ORD09162,2,Bad experience
REV04081,ORD00232,5,Worth the price
REV04082,ORD04657,5,Worth the price
REV04083,ORD09576,5,Amazing quality
REV04084,ORD06608,5,Worth the price
REV04085,ORD08865,5,Highly recommended
REV04086,ORD01270,4,Very satisfied with purchase
REV04087,ORD03547,4,Excellent product and fast delivery
REV04088,ORD09236,3,Bad experience
REV04089,ORD09623,2,Not worth the money
REV04090,ORD05410,4,Amazing quality
REV04091,ORD09909,4,Highly recommended
REV04092,ORD07757,3,Not worth the money
REV04093,ORD03799,3,"Delivery delayed, disappointed"
REV04094,ORD02401,5,Excellent product and fast delivery
REV04095,ORD00005,2,Poor packaging
REV04096,ORD02245,3,"Delivery delayed, disappointed"
REV04097,ORD06970,4,Amazing quality
REV04098,ORD04958,5,Worth the price
REV04099,ORD03945,4,Excellent product and fast delivery
REV04100,ORD06317,4,Amazing quality
REV04101,ORD05108,5,Worth the price
REV04102,ORD08695,5,Worth the price
REV04103,ORD03505,1,Not worth the money
REV04104,ORD02342,5,Worth the price
REV04105,ORD07236,5,Highly recommended
REV04106,ORD01971,4,Worth the price
REV04107,ORD05705,4,Amazing quality
REV04108,ORD07637,2,Bad experience
REV04109,ORD06949,5,Worth the price
REV04110,ORD03130,3,Not worth the money
REV04111,ORD00175,4,Very satisfied with purchase
REV04112,ORD08619,3,Bad experience
REV04113,ORD05086,3,Not worth the money
REV04114,ORD04158,3,Bad experience
REV04115,ORD09942,4,Excellent product and fast delivery
REV04116,ORD07844,3,Bad experience
REV04117,ORD04493,4,Worth the price
REV04118,ORD00499,4,Highly recommended
REV04119,ORD09955,5,Amazing quality
REV04120,ORD02848,4,Amazing quality
REV04121,ORD01703,4,Highly recommended
REV04122,ORD02510,1,"Delivery delayed, disappointed"
REV04123,ORD02157,5,Very satisfied with purchase
REV04124,ORD00919,2,"Delivery delayed, disappointed"
REV04125,ORD05149,4,Excellent product and fast delivery
REV04126,ORD04547,2,Not worth the money
REV04127,ORD00274,5,Very satisfied with purchase
REV04128,ORD02773,3,Bad experience
REV04129,ORD06001,5,Highly recommended
REV04130,ORD06822,4,Amazing quality
REV04131,ORD01065,5,Excellent product and fast delivery
REV04132,ORD02417,3,Not worth the money
REV04133,ORD02828,5,Excellent product and fast delivery
REV04134,ORD09971,4,Worth the price
REV04135,ORD06706,3,Not worth the money
REV04136,ORD05099,2,"Delivery delayed, disappointed"
REV04137,ORD01929,3,Bad experience
REV04138,ORD01411,3,Not worth the money
REV04139,ORD01445,4,Amazing quality
REV04140,ORD02991,2,"Delivery delayed, disappointed"
REV04141,ORD05202,5,Very satisfied with purchase
REV04142,ORD02775,4,Excellent product and fast delivery
REV04143,ORD06137,5,Very satisfied with purchase
REV04144,ORD05043,4,Very satisfied with purchase
REV04145,ORD02175,5,Very satisfied with purchase
REV04146,ORD04704,3,Poor packaging
REV04147,ORD09258,2,Poor quality product
REV04148,ORD03085,3,Poor quality product
REV04149,ORD02902,3,Poor quality product
REV04150,ORD07203,5,Worth the price
REV04151,ORD05819,3,Poor packaging
REV04152,ORD08570,4,Worth the price
REV04153,ORD00602,4,Very satisfied with purchase
REV04154,ORD06319,5,Highly recommended
REV04155,ORD03452,2,Not worth the money
REV04156,ORD05684,5,Amazing quality
REV04157,ORD03399,4,Worth the price
REV04158,ORD09038,3,Not worth the money
REV04159,ORD01487,5,Worth the price
REV04160,ORD04231,4,Very satisfied with purchase
REV04161,ORD00516,3,Bad experience
REV04162,ORD03055,5,Highly recommended
REV04163,ORD09615,4,Amazing quality
REV04164,ORD06192,3,Not worth the money
REV04165,ORD05282,5,Excellent product and fast delivery
REV04166,ORD00130,5,Worth the price
REV04167,ORD05484,2,Poor packaging
REV04168,ORD03066,3,"Delivery delayed, disappointed"
REV04169,ORD02667,5,Worth the price
REV04170,ORD00357,4,Very satisfied with purchase
REV04171,ORD07479,4,Highly recommended
REV04172,ORD06543,4,Amazing quality
REV04173,ORD04139,4,Very satisfied with purchase
REV04174,ORD05536,5,Highly recommended
REV04175,ORD04919,4,Amazing quality
REV04176,ORD08307,1,Poor quality product
REV04177,ORD04414,2,Poor packaging
REV04178,ORD09717,5,Amazing quality
REV04179,ORD02727,1,Not worth the money
REV04180,ORD08587,5,Highly recommended
REV04181,ORD02287,3,Not worth the money
REV04182,ORD00882,2,Bad experience
REV04183,ORD02318,5,Worth the price
REV04184,ORD06488,5,Amazing quality
REV04185,ORD02417,2,"Delivery delayed, disappointed"
REV04186,ORD04937,3,Poor quality product
REV04187,ORD03870,3,Poor quality product
REV04188,ORD01478,5,Amazing quality
REV04189,ORD09099,5,Very satisfied with purchase
REV04190,ORD00082,5,Worth the price
REV04191,ORD01637,4,Worth the price
REV04192,ORD03482,4,Amazing quality
REV04193,ORD07594,5,Amazing quality
REV04194,ORD06351,5,Excellent product and fast delivery
REV04195,ORD06552,2,Poor quality product
REV04196,ORD06957,5,Worth the price
REV04197,ORD01175,4,Highly recommended
REV04198,ORD00441,3,Not worth the money
REV04199,ORD02919,3,Not worth the money
REV04200,ORD05936,5,Worth the price
REV04201,ORD09817,3,"Delivery delayed, disappointed"
REV04202,ORD03770,5,Excellent product and fast delivery
REV04203,ORD00725,2,Poor quality product
REV04204,ORD01522,3,Poor packaging
REV04205,ORD06975,3,Poor quality product
REV04206,ORD06338,2,Bad experience
REV04207,ORD00571,5,Amazing quality
REV04208,ORD02942,3,Poor packaging
REV04209,ORD01744,2,Not worth the money
REV04210,ORD05674,4,Excellent product and fast delivery
REV04211,ORD06627,5,Excellent product and fast delivery
REV04212,ORD02636,5,Excellent product and fast delivery
REV04213,ORD08307,3,Not worth the money
REV04214,ORD00190,4,Amazing quality
REV04215,ORD06922,4,Amazing quality
REV04216,ORD06963,5,Worth the price
REV04217,ORD09890,3,"Delivery delayed, disappointed"
REV04218,ORD08226,5,Amazing quality
REV04219,ORD05490,4,Amazing quality
REV04220,ORD01830,5,Worth the price
REV04221,ORD08712,5,Amazing quality
REV04222,ORD02464,5,Excellent product and fast delivery
REV04223,ORD04225,1,Not worth the money
REV04224,ORD07455,3,Not worth the money
REV04225,ORD04616,4,Amazing quality
REV04226,ORD07541,1,Poor packaging
REV04227,ORD06051,4,Highly recommended
REV04228,ORD04853,3,Bad experience
REV04229,ORD08893,5,Excellent product and fast delivery
REV04230,ORD05848,3,Bad experience
REV04231,ORD05319,4,Amazing quality
REV04232,ORD09762,3,"Delivery delayed, disappointed"
REV04233,ORD08705,2,"Delivery delayed, disappointed"
REV04234,ORD02872,5,Very satisfied with purchase
REV04235,ORD02066,2,"Delivery delayed, disappointed"
REV04236,ORD07064,5,Amazing quality
REV04237,ORD07505,5,Worth the price
REV04238,ORD08578,5,Very satisfied with purchase
REV04239,ORD01254,4,Excellent product and fast delivery
REV04240,ORD02405,3,"Delivery delayed, disappointed"
REV04241,ORD06258,4,Excellent product and fast delivery
REV04242,ORD05535,4,Excellent product and fast delivery
REV04243,ORD06923,5,Worth the price
REV04244,ORD04209,4,Very satisfied with purchase
REV04245,ORD07102,5,Excellent product and fast delivery
REV04246,ORD09354,5,Very satisfied with purchase
REV04247,ORD08423,3,Bad experience
REV04248,ORD00801,4,Very satisfied with purchase
REV04249,ORD03526,4,Amazing quality
REV04250,ORD04503,5,Amazing quality
REV04251,ORD04536,5,Very satisfied with purchase
REV04252,ORD09907,4,Excellent product and fast delivery
REV04253,ORD04669,4,Very satisfied with purchase
REV04254,ORD03394,3,Poor packaging
REV04255,ORD02127,1,Poor packaging
REV04256,ORD09816,3,Poor packaging
REV04257,ORD01592,5,Worth the price
REV04258,ORD05319,3,"Delivery delayed, disappointed"
REV04259,ORD04716,3,Not worth the money
REV04260,ORD07548,5,Highly recommended
REV04261,ORD05387,4,Highly recommended
REV04262,ORD09137,4,Amazing quality
REV04263,ORD05238,1,Bad experience
REV04264,ORD02487,3,Poor packaging
REV04265,ORD03452,4,Amazing quality
REV04266,ORD06391,4,Very satisfied with purchase
REV04267,ORD09361,3,"Delivery delayed, disappointed"
REV04268,ORD09197,5,Amazing quality
REV04269,ORD03401,5,Excellent product and fast delivery
REV04270,ORD06049,5,Highly recommended
REV04271,ORD07398,3,Bad experience
REV04272,ORD02555,5,Excellent product and fast delivery
REV04273,ORD05762,4,Very satisfied with purchase
REV04274,ORD00384,4,Amazing quality
REV04275,ORD09117,5,Worth the price
REV04276,ORD06149,5,Very satisfied with purchase
REV04277,ORD06201,5,Very satisfied with purchase
REV04278,ORD01589,4,Excellent product and fast delivery
REV04279,ORD01813,4,Very satisfied with purchase
REV04280,ORD02607,4,Very satisfied with purchase
REV04281,ORD09013,5,Amazing quality
REV04282,ORD06852,4,Very satisfied with purchase
REV04283,ORD05234,5,Worth the price
REV04284,ORD05207,5,Excellent product and fast delivery
REV04285,ORD06426,4,Highly recommended
REV04286,ORD08108,3,Poor packaging
REV04287,ORD07364,5,Worth the price
REV04288,ORD06555,2,Poor quality product
REV04289,ORD05474,3,Not worth the money
REV04290,ORD01611,5,Very satisfied with purchase
REV04291,ORD06853,4,Amazing quality
REV04292,ORD03674,4,Excellent product and fast delivery
REV04293,ORD08248,2,Not worth the money
REV04294,ORD09349,5,Highly recommended
REV04295,ORD05326,5,Excellent product and fast delivery
REV04296,ORD09328,4,Very satisfied with purchase
REV04297,ORD06067,4,Excellent product and fast delivery
REV04298,ORD06379,1,Not worth the money
REV04299,ORD02645,4,Very satisfied with purchase
REV04300,ORD02871,4,Very satisfied with purchase
REV04301,ORD05288,4,Very satisfied with purchase
REV04302,ORD00507,2,"Delivery delayed, disappointed"
REV04303,ORD07524,3,Poor packaging
REV04304,ORD07269,3,Not worth the money
REV04305,ORD07560,5,Very satisfied with purchase
REV04306,ORD09897,4,Excellent product and fast delivery
REV04307,ORD04012,5,Very satisfied with purchase
REV04308,ORD00113,4,Excellent product and fast delivery
REV04309,ORD08516,5,Amazing quality
REV04310,ORD01153,5,Amazing quality
REV04311,ORD08804,5,Worth the price
REV04312,ORD08752,2,Not worth the money
REV04313,ORD07878,5,Amazing quality
REV04314,ORD04800,5,Excellent product and fast delivery
REV04315,ORD05954,5,Excellent product and fast delivery
REV04316,ORD07210,4,Highly recommended
REV04317,ORD01698,4,Excellent product and fast delivery
REV04318,ORD09500,2,Bad experience
REV04319,ORD02769,5,Excellent product and fast delivery
REV04320,ORD02326,4,Worth the price
REV04321,ORD03443,5,Amazing quality
REV04322,ORD01214,3,Bad experience
REV04323,ORD04010,4,Amazing quality
REV04324,ORD04839,5,Worth the price
REV04325,ORD07379,5,Worth the price
REV04326,ORD04511,5,Highly recommended
REV04327,ORD02426,4,Very satisfied with purchase
REV04328,ORD03622,4,Excellent product and fast delivery
REV04329,ORD05943,5,Highly recommended
REV04330,ORD02594,5,Worth the price
REV04331,ORD07788,4,Worth the price
REV04332,ORD02531,5,Worth the price
REV04333,ORD02401,5,Very satisfied with purchase
REV04334,ORD04216,4,Amazing quality
REV04335,ORD03468,4,Excellent product and fast delivery
REV04336,ORD09573,4,Very satisfied with purchase
REV04337,ORD08333,1,Bad experience
REV04338,ORD06650,5,Highly recommended
REV04339,ORD05640,4,Very satisfied with purchase
REV04340,ORD08210,4,Highly recommended
REV04341,ORD06193,3,Bad experience
REV04342,ORD02771,5,Amazing quality
REV04343,ORD02874,5,Amazing quality
REV04344,ORD00234,4,Amazing quality
REV04345,ORD05610,5,Excellent product and fast delivery
REV04346,ORD03676,3,Poor quality product
REV04347,ORD01960,2,Not worth the money
REV04348,ORD08173,4,Worth the price
REV04349,ORD08588,4,Excellent product and fast delivery
REV04350,ORD05957,5,Very satisfied with purchase
REV04351,ORD01620,5,Amazing quality
REV04352,ORD01101,5,Highly recommended
REV04353,ORD08811,3,Not worth the money
REV04354,ORD07318,5,Excellent product and fast delivery
REV04355,ORD04010,4,Very satisfied with purchase
REV04356,ORD04016,3,Poor quality product
REV04357,ORD02908,3,Poor packaging
REV04358,ORD04355,1,Not worth the money
REV04359,ORD03114,4,Excellent product and fast delivery
REV04360,ORD02172,5,Excellent product and fast delivery
REV04361,ORD03404,4,Excellent product and fast delivery
REV04362,ORD09524,3,Not worth the money
REV04363,ORD08798,4,Excellent product and fast delivery
REV04364,ORD05225,5,Excellent product and fast delivery
REV04365,ORD03219,5,Excellent product and fast delivery
REV04366,ORD01367,4,Amazing quality
REV04367,ORD08887,4,Excellent product and fast delivery
REV04368,ORD07983,4,Highly recommended
REV04369,ORD09531,3,"Delivery delayed, disappointed"
REV04370,ORD07253,4,Excellent product and fast delivery
REV04371,ORD09650,5,Very satisfied with purchase
REV04372,ORD07476,5,Highly recommended
REV04373,ORD06672,5,Worth the price
REV04374,ORD02893,4,Amazing quality
REV04375,ORD08425,3,Poor packaging
REV04376,ORD04329,3,Bad experience
REV04377,ORD05590,5,Very satisfied with purchase
REV04378,ORD08243,3,Not worth the money
REV04379,ORD01827,3,Poor packaging
REV04380,ORD07989,5,Very satisfied with purchase
REV04381,ORD07709,1,Not worth the money
REV04382,ORD01075,4,Very satisfied with purchase
REV04383,ORD01550,5,Worth the price
REV04384,ORD05611,5,Amazing quality
REV04385,ORD02993,4,Highly recommended
REV04386,ORD03798,3,"Delivery delayed, disappointed"
REV04387,ORD05004,3,Not worth the money
REV04388,ORD07732,3,Not worth the money
REV04389,ORD09987,2,Bad experience
REV04390,ORD05305,3,Poor quality product
REV04391,ORD02815,2,Poor packaging
REV04392,ORD02575,5,Highly recommended
REV04393,ORD07763,3,Not worth the money
REV04394,ORD04414,5,Amazing quality
REV04395,ORD07733,3,Bad experience
REV04396,ORD06076,5,Worth the price
REV04397,ORD05799,2,Bad experience
REV04398,ORD07369,5,Worth the price
REV04399,ORD06448,3,Not worth the money
REV04400,ORD06621,5,Excellent product and fast delivery
REV04401,ORD05794,1,Poor packaging
REV04402,ORD07486,4,Very satisfied with purchase
REV04403,ORD03314,5,Excellent product and fast delivery
REV04404,ORD04830,3,Bad experience
REV04405,ORD05274,5,Excellent product and fast delivery
REV04406,ORD05337,4,Amazing quality
REV04407,ORD03523,4,Very satisfied with purchase
REV04408,ORD04489,4,Amazing quality
REV04409,ORD02629,2,Poor quality product
REV04410,ORD09715,3,Poor packaging
REV04411,ORD06391,4,Excellent product and fast delivery
REV04412,ORD04094,5,Amazing quality
REV04413,ORD09603,3,Not worth the money
REV04414,ORD00920,4,Excellent product and fast delivery
REV04415,ORD08813,4,Worth the price
REV04416,ORD01820,4,Worth the price
REV04417,ORD05318,4,Excellent product and fast delivery
REV04418,ORD02487,5,Amazing quality
REV04419,ORD04897,5,Highly recommended
REV04420,ORD01442,4,Highly recommended
REV04421,ORD09384,4,Worth the price
REV04422,ORD09121,4,Worth the price
REV04423,ORD00359,4,Worth the price
REV04424,ORD05144,2,"Delivery delayed, disappointed"
REV04425,ORD07305,5,Worth the price
REV04426,ORD03017,5,Very satisfied with purchase
REV04427,ORD07550,3,Poor quality product
REV04428,ORD04244,4,Very satisfied with purchase
REV04429,ORD02299,3,"Delivery delayed, disappointed"
REV04430,ORD07002,2,Poor packaging
REV04431,ORD00787,4,Amazing quality
REV04432,ORD08393,5,Excellent product and fast delivery
REV04433,ORD07164,4,Highly recommended
REV04434,ORD05359,5,Highly recommended
REV04435,ORD04631,5,Amazing quality
REV04436,ORD01238,4,Excellent product and fast delivery
REV04437,ORD01841,4,Highly recommended
REV04438,ORD01438,4,Highly recommended
REV04439,ORD09995,4,Amazing quality
REV04440,ORD01198,5,Very satisfied with purchase
REV04441,ORD04537,5,Amazing quality
REV04442,ORD05414,4,Very satisfied with purchase
REV04443,ORD05568,1,Not worth the money
REV04444,ORD00352,4,Amazing quality
REV04445,ORD00105,4,Worth the price
REV04446,ORD00310,4,Amazing quality
REV04447,ORD06999,1,Bad experience
REV04448,ORD09575,2,Poor quality product
REV04449,ORD08723,5,Worth the price
REV04450,ORD09412,4,Very satisfied with purchase
REV04451,ORD02501,5,Highly recommended
REV04452,ORD03378,3,Poor quality product
REV04453,ORD00430,3,"Delivery delayed, disappointed"
REV04454,ORD02087,4,Excellent product and fast delivery
REV04455,ORD05366,4,Excellent product and fast delivery
REV04456,ORD03422,5,Very satisfied with purchase
REV04457,ORD06952,3,Poor quality product
REV04458,ORD03560,5,Very satisfied with purchase
REV04459,ORD02250,5,Excellent product and fast delivery
REV04460,ORD02018,5,Amazing quality
REV04461,ORD00417,5,Amazing quality
REV04462,ORD06233,4,Very satisfied with purchase
REV04463,ORD06541,1,Poor packaging
REV04464,ORD09671,3,Poor packaging
REV04465,ORD02869,5,Excellent product and fast delivery
REV04466,ORD08463,4,Highly recommended
REV04467,ORD01972,2,Poor quality product
REV04468,ORD05872,5,Highly recommended
REV04469,ORD06802,5,Worth the price
REV04470,ORD08306,3,"Delivery delayed, disappointed"
REV04471,ORD08336,4,Worth the price
REV04472,ORD00265,2,Poor packaging
REV04473,ORD06559,1,Poor packaging
REV04474,ORD05812,5,Excellent product and fast delivery
REV04475,ORD01070,4,Worth the price
REV04476,ORD03758,4,Worth the price
REV04477,ORD06385,5,Excellent product and fast delivery
REV04478,ORD04501,5,Excellent product and fast delivery
REV04479,ORD00744,5,Worth the price
REV04480,ORD02906,2,Poor quality product
REV04481,ORD08498,4,Very satisfied with purchase
REV04482,ORD00639,2,Poor packaging
REV04483,ORD04802,1,Poor quality product
REV04484,ORD02581,4,Amazing quality
REV04485,ORD08497,4,Very satisfied with purchase
REV04486,ORD05982,5,Very satisfied with purchase
REV04487,ORD02661,5,Excellent product and fast delivery
REV04488,ORD05015,1,Poor quality product
REV04489,ORD04345,4,Worth the price
REV04490,ORD00424,4,Excellent product and fast delivery
REV04491,ORD00561,3,Poor packaging
REV04492,ORD06680,5,Very satisfied with purchase
REV04493,ORD09806,1,Poor packaging
REV04494,ORD02592,5,Very satisfied with purchase
REV04495,ORD03649,2,Bad experience
REV04496,ORD01842,2,"Delivery delayed, disappointed"
REV04497,ORD06801,5,Amazing quality
REV04498,ORD07216,5,Highly recommended
REV04499,ORD00012,2,Not worth the money
REV04500,ORD04209,3,Poor packaging
REV04501,ORD05990,2,Not worth the money
REV04502,ORD07829,5,Excellent product and fast delivery
REV04503,ORD03216,4,Highly recommended
REV04504,ORD02127,2,Not worth the money
REV04505,ORD03696,5,Very satisfied with purchase
REV04506,ORD06617,5,Excellent product and fast delivery
REV04507,ORD01725,3,Not worth the money
REV04508,ORD03025,3,Bad experience
REV04509,ORD05385,5,Worth the price
REV04510,ORD09680,5,Amazing quality
REV04511,ORD04371,4,Highly recommended
REV04512,ORD05374,5,Very satisfied with purchase
REV04513,ORD09493,4,Very satisfied with purchase
REV04514,ORD06309,5,Excellent product and fast delivery
REV04515,ORD02985,4,Very satisfied with purchase
REV04516,ORD03897,1,"Delivery delayed, disappointed"
REV04517,ORD00192,2,Bad experience
REV04518,ORD05635,4,Amazing quality
REV04519,ORD06647,3,Not worth the money
REV04520,ORD07426,4,Very satisfied with purchase
REV04521,ORD07207,4,Highly recommended
REV04522,ORD08430,2,Bad experience
REV04523,ORD03053,5,Worth the price
REV04524,ORD08994,3,Poor packaging
REV04525,ORD05610,4,Excellent product and fast delivery
REV04526,ORD01035,5,Worth the price
REV04527,ORD00417,5,Amazing quality
REV04528,ORD01550,5,Very satisfied with purchase
REV04529,ORD01821,3,Poor packaging
REV04530,ORD02070,2,Bad experience
REV04531,ORD07415,5,Worth the price
REV04532,ORD08270,4,Excellent product and fast delivery
REV04533,ORD03193,3,Not worth the money
REV04534,ORD00274,2,Poor quality product
REV04535,ORD08612,3,Bad experience
REV04536,ORD09223,4,Very satisfied with purchase
REV04537,ORD00770,5,Highly recommended
REV04538,ORD08839,5,Worth the price
REV04539,ORD02733,3,Not worth the money
REV04540,ORD02714,4,Excellent product and fast delivery
REV04541,ORD03708,4,Highly recommended
REV04542,ORD08861,5,Very satisfied with purchase
REV04543,ORD06948,5,Highly recommended
REV04544,ORD00802,5,Worth the price
REV04545,ORD04858,5,Amazing quality
REV04546,ORD06902,4,Highly recommended
REV04547,ORD05275,5,Amazing quality
REV04548,ORD00006,2,Bad experience
REV04549,ORD05106,1,Not worth the money
REV04550,ORD09732,3,Not worth the money
REV04551,ORD06724,5,Excellent product and fast delivery
REV04552,ORD02626,2,Poor packaging
REV04553,ORD06411,5,Very satisfied with purchase
REV04554,ORD06407,5,Amazing quality
REV04555,ORD05742,4,Very satisfied with purchase
REV04556,ORD02301,1,Bad experience
REV04557,ORD09600,5,Excellent product and fast delivery
REV04558,ORD03373,5,Very satisfied with purchase
REV04559,ORD05366,4,Worth the price
REV04560,ORD08530,1,"Delivery delayed, disappointed"
REV04561,ORD09805,3,"Delivery delayed, disappointed"
REV04562,ORD04896,4,Amazing quality
REV04563,ORD09995,5,Highly recommended
REV04564,ORD05594,4,Excellent product and fast delivery
REV04565,ORD06251,5,Excellent product and fast delivery
REV04566,ORD01849,5,Worth the price
REV04567,ORD09585,4,Amazing quality
REV04568,ORD04770,2,Poor packaging
REV04569,ORD01452,3,"Delivery delayed, disappointed"
REV04570,ORD09815,5,Highly recommended
REV04571,ORD08103,5,Very satisfied with purchase
REV04572,ORD06909,5,Amazing quality
REV04573,ORD04591,1,"Delivery delayed, disappointed"
REV04574,ORD04124,5,Worth the price
REV04575,ORD06876,4,Worth the price
REV04576,ORD05844,5,Worth the price
REV04577,ORD07956,2,"Delivery delayed, disappointed"
REV04578,ORD03628,3,Poor packaging
REV04579,ORD01704,4,Worth the price
REV04580,ORD09187,5,Amazing quality
REV04581,ORD06158,4,Highly recommended
REV04582,ORD00690,4,Amazing quality
REV04583,ORD01616,4,Highly recommended
REV04584,ORD03910,4,Excellent product and fast delivery
REV04585,ORD06912,4,Highly recommended
REV04586,ORD05691,5,Excellent product and fast delivery
REV04587,ORD07549,4,Amazing quality
REV04588,ORD00611,4,Highly recommended
REV04589,ORD00421,5,Amazing quality
REV04590,ORD00396,3,Poor quality product
REV04591,ORD01619,4,Worth the price
REV04592,ORD00465,3,Poor packaging
REV04593,ORD05876,5,Worth the price
REV04594,ORD05774,5,Worth the price
REV04595,ORD04533,5,Very satisfied with purchase
REV04596,ORD05317,4,Excellent product and fast delivery
REV04597,ORD02632,4,Worth the price
REV04598,ORD05274,3,Not worth the money
REV04599,ORD02819,5,Worth the price
REV04600,ORD05469,5,Excellent product and fast delivery
REV04601,ORD03729,4,Highly recommended
REV04602,ORD01660,3,Bad experience
REV04603,ORD06653,5,Excellent product and fast delivery
REV04604,ORD03051,3,Poor packaging
REV04605,ORD04337,5,Very satisfied with purchase
REV04606,ORD05745,5,Amazing quality
REV04607,ORD05923,3,Poor packaging
REV04608,ORD05289,5,Very satisfied with purchase
REV04609,ORD09533,1,Poor quality product
REV04610,ORD09183,3,Not worth the money
REV04611,ORD08819,3,Not worth the money
REV04612,ORD01245,2,Not worth the money
REV04613,ORD09798,3,"Delivery delayed, disappointed"
REV04614,ORD04316,5,Amazing quality
REV04615,ORD08730,2,Bad experience
REV04616,ORD06312,4,Very satisfied with purchase
REV04617,ORD09341,2,Bad experience
REV04618,ORD03684,5,Worth the price
REV04619,ORD04029,4,Excellent product and fast delivery
REV04620,ORD00432,4,Worth the price
REV04621,ORD04020,4,Very satisfied with purchase
REV04622,ORD03539,5,Amazing quality
REV04623,ORD03993,2,Bad experience
REV04624,ORD07918,5,Highly recommended
REV04625,ORD09115,5,Amazing quality
REV04626,ORD03150,4,Highly recommended
REV04627,ORD09518,4,Highly recommended
REV04628,ORD06343,4,Highly recommended
REV04629,ORD04319,5,Worth the price
REV04630,ORD03846,4,Worth the price
REV04631,ORD01263,3,Bad experience
REV04632,ORD05271,5,Very satisfied with purchase
REV04633,ORD08820,5,Very satisfied with purchase
REV04634,ORD08315,4,Excellent product and fast delivery
