order_id,product_id,customer_id,quantity,sales_amount,shipping_cost,rating
ORD04841,PROD0432,CUST0812,4,5065,117,4
ORD09822,PROD0056,CUST1425,4,10539,188,3
ORD01412,PROD0126,CUST0417,1,11459,87,4
ORD07207,PROD0356,CUST0301,3,8931,445,5
ORD06250,PROD0093,CUST1012,3,5966,107,3
ORD08078,PROD0474,CUST0465,1,2391,446,2
ORD06508,PROD0218,CUST1515,2,2925,486,4
ORD04059,PROD0008,CUST1823,2,7243,307,3
ORD04483,PROD0364,CUST0779,3,5549,73,1
ORD04183,PROD0375,CUST1759,4,7429,390,3
ORD06558,PROD0215,CUST1144,1,3152,190,4
ORD09226,PROD0235,CUST0310,3,1261,114,5
ORD04265,PROD0225,CUST0515,2,4590,113,5
ORD08601,PROD0271,CUST0191,2,5947,134,3
ORD06593,PROD0117,CUST0381,4,11046,98,5
ORD08684,PROD0172,CUST0308,3,2847,340,1
ORD01830,PROD0470,CUST0613,4,8886,247,2
ORD08553,PROD0060,CUST1449,3,4246,341,1
ORD04395,PROD0472,CUST2290,4,11087,146,2
ORD01374,PROD0165,CUST2424,2,11731,107,5
ORD08947,PROD0305,CUST1163,3,3549,343,4
ORD08395,PROD0391,CUST1813,3,8615,115,5
ORD01773,PROD0266,CUST2018,2,7135,58,4
ORD05631,PROD0070,CUST2261,1,10267,462,4
ORD02111,PROD0313,CUST0072,3,1563,404,2
ORD03471,PROD0283,CUST2230,4,2360,172,4
ORD03114,PROD0350,CUST1054,3,10395,213,5
ORD09924,PROD0253,CUST0719,2,5762,336,3
ORD03475,PROD0160,CUST1460,4,8131,345,1
ORD04024,PROD0074,CUST1584,1,9969,194,5
ORD04343,PROD0173,CUST1675,1,6966,294,4
ORD06523,PROD0282,CUST1534,4,10663,490,3
ORD06480,PROD0381,CUST1005,4,6874,288,5
ORD02357,PROD0387,CUST0145,3,1071,230,5
ORD06925,PROD0408,CUST2132,4,1300,428,3
ORD03466,PROD0349,CUST1474,2,3462,127,4
ORD05870,PROD0382,CUST1382,3,8613,93,3
ORD01797,PROD0025,CUST2355,2,10925,206,1
ORD07270,PROD0293,CUST2487,4,7309,384,3
ORD07690,PROD0010,CUST1817,1,7943,414,2
ORD07257,PROD0178,CUST0162,3,3775,189,5
ORD08385,PROD0027,CUST2461,1,3430,499,5
ORD00548,PROD0147,CUST0724,4,5874,223,5
ORD05349,PROD0043,CUST1776,1,11677,246,5
ORD02547,PROD0004,CUST2143,2,6218,301,4
ORD08849,PROD0125,CUST1677,4,10650,103,5
ORD06427,PROD0307,CUST0920,1,7586,205,3
ORD02002,PROD0471,CUST2452,2,1667,252,1
ORD02647,PROD0142,CUST0554,3,9013,415,5
ORD01098,PROD0433,CUST0140,4,11153,458,5
ORD07836,PROD0427,CUST1473,2,1403,78,1
ORD04650,PROD0086,CUST0668,2,8419,491,1
ORD03969,PROD0224,CUST0686,4,7066,354,1
ORD03762,PROD0418,CUST0530,4,4992,190,2
ORD05630,PROD0183,CUST1983,4,9407,455,5
ORD02110,PROD0423,CUST1563,3,11573,439,5
ORD03377,PROD0010,CUST0550,2,8456,284,4
ORD01682,PROD0217,CUST1474,2,7515,73,2
ORD06090,PROD0177,CUST0316,1,8917,446,4
ORD09906,PROD0364,CUST0545,4,4099,471,5
ORD07947,PROD0487,CUST1914,1,5640,480,1
ORD07482,PROD0129,CUST2436,1,8853,332,5
ORD03544,PROD0062,CUST2114,3,4752,416,2
ORD07935,PROD0499,CUST0993,1,1593,193,1
ORD07243,PROD0180,CUST1701,1,10698,101,5
ORD00268,PROD0138,CUST1412,2,3375,255,4
ORD06884,PROD0109,CUST1212,4,10164,336,4
ORD02160,PROD0068,CUST0853,4,5970,178,4
ORD05418,PROD0481,CUST0917,1,3650,64,5
ORD07953,PROD0221,CUST2107,4,1096,233,4
ORD03313,PROD0132,CUST1817,1,3061,465,1
ORD02223,PROD0084,CUST1797,2,4489,175,1
ORD00171,PROD0287,CUST2303,1,8894,500,1
ORD04519,PROD0160,CUST2134,4,1504,152,3
ORD08209,PROD0484,CUST0927,1,8105,292,2
ORD05318,PROD0483,CUST0909,3,6216,146,4
ORD05198,PROD0362,CUST1632,3,10197,257,5
ORD00239,PROD0179,CUST0180,2,9401,479,5
ORD08335,PROD0211,CUST1681,3,3065,500,4
ORD04414,PROD0013,CUST1636,4,6743,238,4
ORD03448,PROD0015,CUST1007,1,683,499,5
ORD00484,PROD0323,CUST1778,4,5569,444,1
ORD09826,PROD0141,CUST2255,2,10553,120,3
ORD03759,PROD0330,CUST1009,3,1406,169,1
ORD04450,PROD0086,CUST2259,2,8260,388,4
ORD05313,PROD0045,CUST1799,3,3303,453,5
ORD06528,PROD0422,CUST1358,4,6448,269,3
ORD08940,PROD0043,CUST1591,3,7219,350,1
ORD03856,PROD0194,CUST2101,3,4756,469,4
ORD05362,PROD0231,CUST2493,1,6345,134,3
ORD06156,PROD0329,CUST1179,3,1988,274,1
ORD06204,PROD0044,CUST1578,3,2973,442,4
ORD02972,PROD0325,CUST1655,3,6237,175,2
ORD05430,PROD0037,CUST2377,4,4657,139,4
ORD02138,PROD0481,CUST1612,4,7560,121,1
ORD05234,PROD0403,CUST1960,4,4420,210,1
ORD07788,PROD0258,CUST1999,1,5925,345,1
ORD04903,PROD0093,CUST2243,4,7175,370,2
ORD08365,PROD0123,CUST1462,2,3819,121,2
ORD07692,PROD0049,CUST0358,4,3152,299,2
ORD00085,PROD0497,CUST1644,1,8829,398,2
ORD00487,PROD0310,CUST1776,1,5361,230,3
ORD01066,PROD0396,CUST0324,2,3853,383,1
ORD06907,PROD0189,CUST1361,2,5147,328,2
ORD09069,PROD0395,CUST0790,1,2727,324,4
ORD09419,PROD0465,CUST1386,3,8830,431,1
ORD03838,PROD0312,CUST1951,4,2140,209,4
ORD05427,PROD0424,CUST1428,1,10464,56,2
ORD00874,PROD0306,CUST1650,2,10757,341,4
ORD07716,PROD0078,CUST1991,3,974,92,4
ORD02775,PROD0299,CUST1948,2,3982,320,2
ORD01812,PROD0491,CUST0997,4,10691,439,1
ORD04039,PROD0117,CUST1563,1,9091,443,5
ORD02522,PROD0440,CUST1843,3,9574,359,3
ORD04958,PROD0183,CUST0930,2,9637,90,4
ORD04194,PROD0056,CUST2286,4,7040,272,1
ORD04958,PROD0095,CUST1479,1,1954,172,4
ORD08137,PROD0049,CUST1251,4,1802,100,4
ORD06008,PROD0154,CUST0395,2,3283,420,4
ORD07400,PROD0161,CUST1678,1,10095,212,5
ORD06705,PROD0193,CUST1812,3,5371,124,1
ORD04436,PROD0137,CUST0960,1,3475,187,5
ORD04331,PROD0076,CUST0113,3,8835,457,3
ORD08009,PROD0259,CUST1054,4,776,465,5
ORD09413,PROD0095,CUST1245,2,9097,338,2
ORD01110,PROD0045,CUST0556,2,11316,385,5
ORD09555,PROD0459,CUST0888,2,10781,263,2
ORD07324,PROD0250,CUST2213,2,8795,321,4
ORD05166,PROD0451,CUST0055,4,3808,113,2
ORD04057,PROD0125,CUST2369,2,6196,294,3
ORD09601,PROD0226,CUST2168,3,939,470,2
ORD00448,PROD0237,CUST1190,4,4210,51,3
ORD08275,PROD0269,CUST1624,1,10237,307,5
ORD03346,PROD0201,CUST1947,4,4411,101,5
ORD03973,PROD0344,CUST0213,3,7220,394,2
ORD04438,PROD0199,CUST1896,2,5299,497,5
ORD06192,PROD0285,CUST0040,1,2668,460,4
ORD09164,PROD0025,CUST0804,4,8184,67,3
ORD00223,PROD0223,CUST0125,2,5276,472,2
ORD06193,PROD0137,CUST0316,2,5688,428,3
ORD00129,PROD0223,CUST2308,4,7875,144,1
ORD09178,PROD0315,CUST2150,1,2921,136,1
ORD07149,PROD0112,CUST0261,1,3989,388,2
ORD08342,PROD0286,CUST0202,1,1881,484,2
ORD06704,PROD0088,CUST2485,4,3135,358,4
ORD01716,PROD0328,CUST0673,2,3685,110,5
ORD05790,PROD0192,CUST1410,2,7079,265,4
ORD03403,PROD0381,CUST1317,2,9368,149,4
ORD08319,PROD0253,CUST0971,4,10276,438,5
ORD03915,PROD0315,CUST0401,3,7027,323,5
ORD07454,PROD0290,CUST1287,3,2758,108,3
ORD03475,PROD0284,CUST0844,2,9463,265,5
ORD06045,PROD0379,CUST1070,1,4508,461,5
ORD06135,PROD0315,CUST1032,4,3032,314,5
ORD05631,PROD0385,CUST2106,2,2431,113,3
ORD07939,PROD0450,CUST2092,3,6684,111,5
ORD01617,PROD0403,CUST2059,1,5312,486,5
ORD01585,PROD0270,CUST0330,1,3049,352,1
ORD02233,PROD0291,CUST1100,1,4667,68,4
ORD00070,PROD0019,CUST2003,2,1583,318,1
ORD04057,PROD0254,CUST1967,1,6401,400,4
ORD07301,PROD0051,CUST1147,2,3798,343,5
ORD01180,PROD0302,CUST2156,1,10218,379,4
ORD02872,PROD0439,CUST0118,3,4500,440,2
ORD04636,PROD0020,CUST2223,2,3129,236,3
ORD07949,PROD0363,CUST1934,1,4594,302,2
ORD05190,PROD0033,CUST1019,4,4536,100,1
ORD03875,PROD0012,CUST1774,4,6950,236,1
ORD03420,PROD0117,CUST2284,4,10311,441,1
ORD06478,PROD0116,CUST0291,3,4228,412,3
ORD02710,PROD0159,CUST0136,3,7758,249,1
ORD03335,PROD0229,CUST2071,4,11704,125,5
ORD04426,PROD0249,CUST2013,3,11733,200,1
ORD00920,PROD0259,CUST0541,4,10108,176,2
ORD09367,PROD0142,CUST1694,3,2208,316,5
ORD08084,PROD0063,CUST0841,3,9467,390,3
ORD04218,PROD0417,CUST0781,4,11215,314,4
ORD08450,PROD0035,CUST0334,4,9680,108,2
ORD00044,PROD0163,CUST0672,4,4056,393,1
ORD08163,PROD0472,CUST2285,1,5895,261,2
ORD03718,PROD0416,CUST1130,2,1659,455,2
ORD02701,PROD0197,CUST1044,2,10563,399,5
ORD06790,PROD0165,CUST0210,4,6796,382,5
ORD05525,PROD0010,CUST1846,2,706,83,5
ORD06116,PROD0175,CUST2500,4,3588,65,5
ORD04335,PROD0110,CUST1774,4,7853,371,1
ORD09970,PROD0344,CUST0351,1,7785,84,3
ORD05023,PROD0151,CUST1206,2,1429,194,4
ORD01112,PROD0109,CUST2484,4,2611,290,3
ORD09297,PROD0403,CUST0945,4,5486,264,4
ORD09764,PROD0031,CUST1458,3,7602,447,3
ORD07434,PROD0458,CUST0706,4,5648,133,1
ORD03275,PROD0055,CUST0279,3,9593,382,4
ORD09192,PROD0048,CUST0773,2,4979,153,2
ORD07050,PROD0012,CUST1951,2,682,382,1
ORD00492,PROD0219,CUST1280,4,2902,247,3
ORD04880,PROD0001,CUST1658,1,4014,258,5
ORD07578,PROD0096,CUST1006,4,3132,130,3
ORD07382,PROD0095,CUST1549,1,2565,105,1
ORD05291,PROD0033,CUST1635,3,2969,300,2
ORD04282,PROD0237,CUST2001,1,11646,354,4
ORD05717,PROD0142,CUST0981,1,7115,217,2
ORD05026,PROD0367,CUST2141,3,7664,354,5
ORD08430,PROD0045,CUST2288,1,5840,298,1
ORD07515,PROD0487,CUST0144,4,9059,91,4
ORD02438,PROD0107,CUST1824,4,6935,148,2
ORD05726,PROD0060,CUST1179,2,2683,459,2
ORD04903,PROD0151,CUST1001,2,4247,432,3
ORD06528,PROD0125,CUST0562,2,5205,55,5
ORD02551,PROD0491,CUST1568,2,2127,272,5
ORD08411,PROD0210,CUST1498,2,8259,445,1
ORD06913,PROD0025,CUST2055,1,3164,84,2
ORD03649,PROD0418,CUST0321,1,6852,73,5
ORD07941,PROD0133,CUST1168,4,4940,375,2
ORD09036,PROD0121,CUST1250,1,6746,430,5
ORD06103,PROD0369,CUST0084,3,3267,263,2
ORD05311,PROD0414,CUST1485,3,1759,113,5
ORD01657,PROD0484,CUST0095,4,6203,294,4
ORD03857,PROD0133,CUST1756,2,9029,468,5
ORD09910,PROD0177,CUST1337,1,10409,50,4
ORD03276,PROD0419,CUST0795,3,6333,386,4
ORD06896,PROD0039,CUST1299,3,3005,216,2
ORD00860,PROD0479,CUST1300,2,6742,313,1
ORD07020,PROD0193,CUST2245,4,2693,224,1
ORD00848,PROD0087,CUST1677,1,3679,373,4
ORD03750,PROD0163,CUST0847,3,2539,498,4
ORD03449,PROD0414,CUST1200,4,3650,389,2
ORD00042,PROD0496,CUST1044,2,10454,78,1
ORD04178,PROD0490,CUST1295,4,7379,434,4
ORD08903,PROD0387,CUST1903,2,7597,307,1
ORD00768,PROD0294,CUST1337,2,1173,418,5
ORD06259,PROD0097,CUST0474,2,4030,494,2
ORD01400,PROD0186,CUST0740,3,5999,188,4
ORD01674,PROD0434,CUST2383,2,6177,241,3
ORD08086,PROD0220,CUST0334,4,8644,211,4
ORD00974,PROD0397,CUST1127,4,4871,420,5
ORD00176,PROD0010,CUST0036,2,10963,479,1
ORD02822,PROD0108,CUST1511,4,2552,113,5
ORD08926,PROD0228,CUST2264,4,3842,252,2
ORD08533,PROD0415,CUST2462,2,1915,379,3
ORD05567,PROD0488,CUST0746,1,5451,192,5
ORD06012,PROD0240,CUST0236,4,6705,249,3
ORD09879,PROD0062,CUST1274,2,11880,455,4
ORD04311,PROD0053,CUST0623,1,4715,72,3
ORD06009,PROD0025,CUST1485,4,4142,156,3
ORD03559,PROD0471,CUST2172,4,11990,146,3
ORD02825,PROD0110,CUST1604,3,8315,499,4
ORD02482,PROD0466,CUST1543,2,3012,316,5
ORD05214,PROD0424,CUST1933,1,8107,112,2
ORD04864,PROD0126,CUST1332,4,7198,357,5
ORD01664,PROD0408,CUST0939,4,10407,450,3
ORD05005,PROD0118,CUST1114,3,8131,214,5
ORD07743,PROD0330,CUST0931,4,7892,285,5
ORD03005,PROD0363,CUST2048,4,1601,390,3
ORD07015,PROD0071,CUST1958,2,4147,78,1
ORD01440,PROD0033,CUST1008,4,2835,374,4
ORD04540,PROD0426,CUST1991,3,10929,254,5
ORD03667,PROD0216,CUST1369,1,3266,271,4
ORD03974,PROD0061,CUST1036,1,8205,429,2
ORD00130,PROD0004,CUST1746,1,8291,181,5
ORD02372,PROD0023,CUST0725,2,11489,133,4
ORD09543,PROD0007,CUST2167,1,3247,163,1
ORD08255,PROD0280,CUST1408,4,2313,131,1
ORD06453,PROD0344,CUST0971,2,1508,246,3
ORD03293,PROD0465,CUST1562,2,11892,484,3
ORD04253,PROD0040,CUST2207,3,3760,71,2
ORD03586,PROD0221,CUST1201,4,5667,301,2
ORD08057,PROD0165,CUST0246,1,3747,62,4
ORD05439,PROD0490,CUST1305,1,9729,407,4
ORD00244,PROD0150,CUST2003,3,11209,208,5
ORD09675,PROD0023,CUST1472,4,10903,271,2
ORD05456,PROD0458,CUST0729,4,6222,121,5
ORD00846,PROD0143,CUST0823,4,3699,239,5
ORD05719,PROD0228,CUST1932,3,2671,64,4
ORD00028,PROD0116,CUST0071,4,6878,87,2
ORD09699,PROD0163,CUST1578,4,11176,52,1
ORD08732,PROD0282,CUST1142,4,8561,149,1
ORD08812,PROD0307,CUST0810,2,2843,186,4
ORD00382,PROD0368,CUST1405,1,6789,338,2
ORD08471,PROD0037,CUST0643,3,5313,390,2
ORD09710,PROD0139,CUST0866,3,11901,327,2
ORD01571,PROD0364,CUST0695,1,725,144,3
ORD05052,PROD0093,CUST1320,4,1043,156,3
ORD05138,PROD0262,CUST0160,3,11716,495,5
ORD04469,PROD0153,CUST1988,1,3590,114,4
ORD07878,PROD0016,CUST1926,2,10090,331,3
ORD05890,PROD0109,CUST0395,3,9166,439,4
ORD06045,PROD0192,CUST0702,2,11878,387,5
ORD03261,PROD0196,CUST1616,4,10327,473,5
ORD00084,PROD0060,CUST0225,2,6149,204,5
ORD08238,PROD0466,CUST2007,2,1882,283,3
ORD07614,PROD0469,CUST1801,1,5158,97,5
ORD07463,PROD0257,CUST0266,4,4530,453,1
ORD07469,PROD0118,CUST0894,1,6766,225,5
ORD05191,PROD0464,CUST2439,1,5435,388,2
ORD05669,PROD0474,CUST0335,4,3794,406,2
ORD04161,PROD0046,CUST1427,1,6104,237,2
ORD05385,PROD0278,CUST1297,4,7796,355,2
ORD02669,PROD0224,CUST1554,2,914,343,2
ORD03864,PROD0460,CUST2063,3,11003,315,2
ORD03125,PROD0095,CUST2265,1,4895,195,5
ORD01866,PROD0265,CUST0232,3,6058,280,5
ORD07737,PROD0374,CUST2299,3,3598,433,2
ORD02504,PROD0089,CUST2344,3,11117,108,2
ORD05488,PROD0333,CUST1766,3,10906,366,2
ORD05890,PROD0222,CUST0465,3,7266,81,1
ORD04374,PROD0429,CUST2289,3,1954,456,1
ORD05622,PROD0225,CUST0263,4,8797,346,4
ORD08056,PROD0093,CUST2064,3,7370,307,3
ORD02040,PROD0066,CUST0336,4,4156,50,5
ORD09940,PROD0248,CUST0502,4,7877,374,2
ORD07870,PROD0459,CUST1797,2,10795,244,2
ORD01684,PROD0150,CUST0128,2,8367,153,1
ORD00659,PROD0263,CUST1405,3,967,381,4
ORD05571,PROD0359,CUST0326,1,7969,256,4
ORD07938,PROD0327,CUST1807,4,1772,65,2
ORD07096,PROD0047,CUST0821,3,4462,162,5
ORD02342,PROD0399,CUST2099,1,1213,296,5
ORD06841,PROD0359,CUST0458,2,7261,282,5
ORD09402,PROD0186,CUST2332,2,645,458,4
ORD02603,PROD0054,CUST1108,4,769,369,2
ORD08876,PROD0152,CUST0938,1,9511,450,1
ORD01538,PROD0253,CUST1163,4,11799,368,1
ORD03017,PROD0491,CUST0762,1,4501,369,4
ORD05232,PROD0155,CUST0889,2,5054,138,1
ORD02116,PROD0406,CUST2331,1,799,468,4
ORD07281,PROD0396,CUST2467,2,3932,265,3
ORD05532,PROD0222,CUST1049,1,5141,271,5
ORD04123,PROD0090,CUST0447,2,3027,268,1
ORD00595,PROD0049,CUST1044,4,3002,235,3
ORD01541,PROD0470,CUST0963,4,2129,125,4
ORD02119,PROD0221,CUST0290,1,5935,149,4
ORD03796,PROD0482,CUST1341,4,8661,450,1
ORD09928,PROD0029,CUST2326,2,9010,385,5
ORD09395,PROD0150,CUST1601,4,10849,350,3
ORD04934,PROD0005,CUST1327,4,2974,340,2
ORD05816,PROD0202,CUST0327,1,7759,173,4
ORD04236,PROD0026,CUST1962,1,8918,379,4
ORD01951,PROD0435,CUST1481,3,10522,350,1
ORD02038,PROD0182,CUST2364,3,3744,368,1
ORD03737,PROD0405,CUST1338,4,3640,254,3
ORD01861,PROD0322,CUST0648,1,11087,290,1
ORD00668,PROD0418,CUST2126,3,546,377,3
ORD09959,PROD0055,CUST1771,4,6890,90,1
ORD03210,PROD0294,CUST2154,3,1121,195,5
ORD05038,PROD0086,CUST0358,1,6191,53,3
ORD04083,PROD0494,CUST1584,3,2411,114,1
ORD03388,PROD0193,CUST1362,2,7470,221,2
ORD09281,PROD0129,CUST0731,4,5270,174,4
ORD02368,PROD0436,CUST1319,1,7825,239,3
ORD09284,PROD0441,CUST0999,3,3218,175,3
ORD06414,PROD0258,CUST2260,2,5093,92,3
ORD02353,PROD0283,CUST1367,1,11312,418,4
ORD03590,PROD0280,CUST2178,4,622,64,4
ORD08974,PROD0456,CUST0025,3,780,381,1
ORD01916,PROD0357,CUST0328,3,1797,54,3
ORD05188,PROD0008,CUST1276,2,1887,434,3
ORD08274,PROD0361,CUST0523,1,2018,372,3
ORD08265,PROD0184,CUST1910,2,9134,125,3
ORD09128,PROD0327,CUST0160,4,642,135,5
ORD06898,PROD0015,CUST1409,4,2414,361,3
ORD06161,PROD0076,CUST1396,2,8857,480,3
ORD03971,PROD0383,CUST1708,3,11014,315,1
ORD09091,PROD0017,CUST0212,4,7194,93,5
ORD09889,PROD0191,CUST1331,4,3043,190,3
ORD01713,PROD0440,CUST1348,2,2044,120,2
ORD01748,PROD0344,CUST1137,3,7138,399,2
ORD05303,PROD0350,CUST1788,3,11406,64,3
ORD07161,PROD0083,CUST1560,3,8447,283,3
ORD09533,PROD0075,CUST1870,1,5218,139,2
ORD07898,PROD0208,CUST1830,1,569,246,5
ORD04059,PROD0417,CUST0395,3,6010,371,5
ORD02718,PROD0099,CUST1098,1,1421,322,1
ORD04774,PROD0327,CUST1370,2,3548,159,4
ORD07085,PROD0167,CUST2144,1,11523,109,5
ORD00082,PROD0284,CUST0195,1,8151,429,4
ORD06730,PROD0481,CUST0449,4,10350,195,4
ORD03883,PROD0416,CUST1422,2,1492,153,1
ORD01407,PROD0098,CUST1390,4,2888,372,2
ORD02184,PROD0346,CUST0101,1,7048,184,4
ORD00198,PROD0347,CUST0283,3,9232,290,4
ORD00823,PROD0384,CUST1389,2,1987,171,2
ORD01746,PROD0308,CUST1481,4,11384,94,3
ORD06030,PROD0042,CUST0853,2,3783,295,2
ORD09435,PROD0314,CUST1847,2,9246,271,2
ORD02506,PROD0359,CUST0788,3,5234,272,5
ORD02116,PROD0189,CUST1834,3,8265,151,1
ORD00614,PROD0460,CUST1285,2,4154,498,3
ORD00136,PROD0397,CUST0700,2,4584,338,5
ORD07125,PROD0206,CUST1360,4,6061,360,2
ORD03290,PROD0488,CUST0184,1,9773,170,4
ORD09050,PROD0279,CUST0289,1,2120,261,2
ORD00239,PROD0414,CUST0358,4,8511,117,2
ORD02840,PROD0264,CUST0903,1,10820,419,2
ORD03077,PROD0313,CUST1893,1,1850,83,1
ORD06101,PROD0223,CUST1183,3,8274,128,5
ORD08020,PROD0359,CUST0301,4,11231,343,3
ORD02352,PROD0470,CUST0078,2,11937,71,4
ORD08269,PROD0407,CUST0990,4,2240,53,2
ORD06622,PROD0321,CUST0442,3,9878,269,1
ORD03499,PROD0059,CUST0763,4,5032,408,5
ORD01217,PROD0089,CUST1308,2,1014,253,5
ORD01387,PROD0345,CUST0250,4,9139,485,1
ORD00674,PROD0455,CUST1748,2,6126,140,4
ORD00591,PROD0348,CUST1715,1,2789,121,4
ORD04102,PROD0161,CUST2255,1,5211,424,2
ORD05514,PROD0381,CUST2095,4,4962,91,3
ORD08802,PROD0401,CUST1235,2,4210,82,2
ORD03762,PROD0103,CUST0089,2,9676,288,2
ORD06050,PROD0110,CUST1270,4,7800,154,4
ORD06216,PROD0153,CUST0048,4,4946,288,3
ORD05813,PROD0332,CUST1259,2,3662,57,3
ORD05055,PROD0075,CUST2132,1,2598,108,2
ORD04168,PROD0202,CUST0276,2,5958,438,5
ORD01946,PROD0458,CUST1151,1,11284,261,1
ORD08122,PROD0219,CUST2427,1,4463,168,4
ORD07328,PROD0294,CUST0432,1,2733,163,3
ORD03215,PROD0050,CUST1628,1,664,375,2
ORD00146,PROD0203,CUST0729,4,6581,413,5
ORD09356,PROD0488,CUST2150,1,8547,500,1
ORD05444,PROD0044,CUST1216,4,7866,461,5
ORD08245,PROD0185,CUST1298,2,1527,255,3
ORD04992,PROD0467,CUST1128,4,11704,276,3
ORD00690,PROD0344,CUST1793,1,10852,430,4
ORD05812,PROD0209,CUST1676,1,8546,134,1
ORD07464,PROD0305,CUST1479,2,10141,269,2
ORD00955,PROD0151,CUST0221,3,11246,369,2
ORD01256,PROD0006,CUST0586,4,5185,336,4
ORD03393,PROD0341,CUST2342,4,500,187,5
ORD01646,PROD0242,CUST1951,4,11532,189,1
ORD00582,PROD0063,CUST0985,3,5254,363,3
ORD07544,PROD0163,CUST2310,4,1893,260,1
ORD00928,PROD0367,CUST0096,1,2141,458,1
ORD03514,PROD0333,CUST1802,1,2859,430,5
ORD02868,PROD0017,CUST0585,1,2959,228,4
ORD00891,PROD0153,CUST0897,2,6462,257,2
ORD04504,PROD0036,CUST0897,3,1366,79,3
ORD07604,PROD0401,CUST0487,1,6870,212,5
ORD01798,PROD0067,CUST0602,2,1264,231,1
ORD03720,PROD0078,CUST0093,2,2723,297,1
ORD06311,PROD0353,CUST0487,1,5572,468,4
ORD01223,PROD0436,CUST0294,2,10631,255,2
ORD01655,PROD0368,CUST1930,3,6955,344,4
ORD08177,PROD0460,CUST2285,1,7306,116,4
ORD06309,PROD0239,CUST1153,2,1785,188,3
ORD06647,PROD0063,CUST1468,4,5875,68,2
ORD01172,PROD0378,CUST0977,4,2270,332,4
ORD06582,PROD0322,CUST0383,3,7854,85,4
ORD08881,PROD0400,CUST1697,2,7916,344,5
ORD05852,PROD0471,CUST2455,4,5330,178,5
ORD06978,PROD0338,CUST0689,4,4065,276,5
ORD01978,PROD0440,CUST0503,4,6267,403,5
ORD03196,PROD0291,CUST0337,4,10402,367,4
ORD03572,PROD0363,CUST2216,1,8463,355,2
ORD06098,PROD0259,CUST1582,2,4989,59,2
ORD00475,PROD0265,CUST1558,2,7199,158,5
ORD01868,PROD0008,CUST2154,2,7979,171,2
ORD04884,PROD0089,CUST1204,4,4402,292,4
ORD06980,PROD0154,CUST2112,3,4507,465,3
ORD04173,PROD0030,CUST1614,1,8390,307,5
ORD00736,PROD0425,CUST1377,2,7673,344,2
ORD05069,PROD0120,CUST2250,4,10279,463,4
ORD06151,PROD0083,CUST0671,4,3642,156,3
ORD02057,PROD0275,CUST1864,3,7089,193,3
ORD01636,PROD0473,CUST0771,2,3296,473,2
ORD05481,PROD0486,CUST0266,1,5016,50,1
ORD06810,PROD0494,CUST0776,2,10569,182,5
ORD05879,PROD0101,CUST1784,3,830,202,5
ORD02611,PROD0225,CUST0154,3,1315,170,3
ORD00099,PROD0103,CUST1720,2,11528,373,2
ORD06547,PROD0114,CUST2357,1,4183,245,2
ORD04826,PROD0279,CUST0340,2,8734,190,2
ORD09917,PROD0180,CUST1107,2,1485,50,5
ORD06772,PROD0065,CUST0663,1,4176,240,2
ORD00698,PROD0437,CUST0143,1,786,330,3
ORD07999,PROD0201,CUST1375,1,10324,100,5
ORD00845,PROD0403,CUST1492,4,10250,201,1
ORD08087,PROD0382,CUST0340,1,3581,101,5
ORD00108,PROD0275,CUST2000,1,2410,430,4
ORD08419,PROD0171,CUST1367,2,3009,484,2
ORD04269,PROD0238,CUST1556,3,8619,260,5
ORD06361,PROD0472,CUST0814,4,5630,493,1
ORD09572,PROD0140,CUST1179,3,4641,289,1
ORD00854,PROD0246,CUST1664,3,3423,303,3
ORD01920,PROD0026,CUST1546,4,5095,202,3
ORD08404,PROD0401,CUST1279,1,9894,135,1
ORD00597,PROD0454,CUST0972,1,2768,122,2
ORD03401,PROD0349,CUST2190,4,11716,271,4
ORD08338,PROD0158,CUST1559,3,2748,349,1
ORD09480,PROD0056,CUST2063,1,2833,120,2
ORD01586,PROD0380,CUST1170,2,5402,430,3
ORD03843,PROD0152,CUST0172,1,7239,471,3
ORD06435,PROD0456,CUST1581,2,10647,485,2
ORD06930,PROD0232,CUST2182,4,11606,161,1
ORD08108,PROD0449,CUST1083,3,958,207,2
ORD07302,PROD0355,CUST1491,3,4413,85,5
ORD07434,PROD0469,CUST0639,3,2724,164,5
ORD08096,PROD0012,CUST1392,1,2225,416,5
ORD03836,PROD0338,CUST0380,2,8880,180,3
ORD07443,PROD0022,CUST1866,1,6339,442,5
ORD09047,PROD0359,CUST0433,1,11352,394,3
ORD09515,PROD0264,CUST0306,2,10373,315,2
ORD04968,PROD0138,CUST0408,1,8934,251,1
ORD05384,PROD0028,CUST2423,3,10157,164,5
ORD09582,PROD0194,CUST2323,1,9071,84,3
ORD03470,PROD0124,CUST1866,4,4936,379,3
ORD04298,PROD0408,CUST0942,1,5703,351,4
ORD04465,PROD0037,CUST0509,2,3618,202,2
ORD01681,PROD0478,CUST1146,2,10935,429,3
ORD02338,PROD0086,CUST2401,4,11792,178,1
ORD00970,PROD0355,CUST0615,3,11043,306,2
ORD08496,PROD0225,CUST0696,2,642,427,3
ORD04623,PROD0098,CUST1435,4,5549,390,2
ORD01989,PROD0467,CUST2185,4,2710,110,2
ORD00653,PROD0372,CUST1958,3,1807,417,5
ORD00828,PROD0289,CUST2275,1,10910,277,5
ORD05771,PROD0486,CUST1234,4,6635,345,5
ORD02913,PROD0500,CUST0794,1,8576,447,2
