delivery_id,order_id,delivery_days,delivery_status,shipping_cost
DEL04257,ORD04257,2,Delivered,227
DEL04258,ORD04258,7,Delivered,156
DEL04259,ORD04259,5,Delayed,193
DEL04260,ORD04260,5,Delivered,439
DEL04261,ORD04261,11,Delivered,278
DEL04262,ORD04262,10,Delayed,441
DEL04263,ORD04263,6,Delivered,361
DEL04264,ORD04264,8,Delivered,256
DEL04265,ORD04265,3,Delivered,97
DEL04266,ORD04266,6,Delivered,411
DEL04267,ORD04267,6,Delivered,153
DEL04268,ORD04268,6,Delayed,224
DEL04269,ORD04269,6,Delivered,165
DEL04270,ORD04270,13,Delivered,348
DEL04271,ORD04271,4,Delivered,184
DEL04272,ORD04272,7,Delayed,205
DEL04273,ORD04273,6,Delivered,442
DEL04274,ORD04274,5,Delivered,327
DEL04275,ORD04275,9,Delivered,254
DEL04276,ORD04276,7,Delayed,327
DEL04277,ORD04277,11,Delivered,278
DEL04278,ORD04278,6,Delivered,218
DEL04279,ORD04279,6,Delivered,233
DEL04280,ORD04280,12,Delivered,349
DEL04281,ORD04281,14,Delivered,196
DEL04282,ORD04282,8,Delivered,158
DEL04283,ORD04283,13,Delayed,335
DEL04284,ORD04284,11,Delivered,152
DEL04285,ORD04285,7,Delivered,248
DEL04286,ORD04286,10,Delivered,363
DEL04287,ORD04287,12,Delivered,382
DEL04288,ORD04288,7,Delivered,124
DEL04289,ORD04289,6,Delivered,129
DEL04290,ORD04290,9,Delayed,154
DEL04291,ORD04291,8,Delivered,231
DEL04292,ORD04292,8,Delivered,215
DEL04293,ORD04293,3,Delivered,231
DEL04294,ORD04294,3,Delivered,241
DEL04295,ORD04295,8,Delayed,324
DEL04296,ORD04296,6,Delivered,435
DEL04297,ORD04297,5,Delayed,274
DEL04298,ORD04298,2,Delivered,225
DEL04299,ORD04299,4,Delivered,179
DEL04300,ORD04300,3,Delivered,219
DEL04301,ORD04301,8,Delayed,482
DEL04302,ORD04302,6,Delayed,198
DEL04303,ORD04303,13,Delivered,190
DEL04304,ORD04304,2,Delivered,103
DEL04305,ORD04305,5,Delivered,150
DEL04306,ORD04306,4,Delivered,172
DEL04307,ORD04307,8,Delivered,231
DEL04308,ORD04308,14,Delivered,413
DEL04309,ORD04309,8,Delayed,252
DEL04310,ORD04310,6,Delivered,62
DEL04311,ORD04311,4,Delivered,57
DEL04312,ORD04312,4,Delivered,105
DEL04313,ORD04313,6,Delivered,487
DEL04314,ORD04314,10,Delayed,214
DEL04315,ORD04315,7,Delivered,134
DEL04316,ORD04316,14,Delivered,473
DEL04317,ORD04317,5,Delivered,339
DEL04318,ORD04318,6,Delivered,65
DEL04319,ORD04319,7,Delivered,353
DEL04320,ORD04320,14,Delayed,299
DEL04321,ORD04321,2,Delivered,178
DEL04322,ORD04322,6,Delivered,110
DEL04323,ORD04323,5,Delivered,187
DEL04324,ORD04324,14,Delivered,389
DEL04325,ORD04325,4,Delivered,197
DEL04326,ORD04326,7,Delivered,71
DEL04327,ORD04327,12,Delayed,361
DEL04328,ORD04328,13,Delayed,235
DEL04329,ORD04329,2,Delivered,195
DEL04330,ORD04330,14,Delayed,491
DEL04331,ORD04331,14,Delivered,306
DEL04332,ORD04332,14,Delivered,301
DEL04333,ORD04333,10,Delivered,384
DEL04334,ORD04334,8,Delivered,151
DEL04335,ORD04335,13,Delayed,424
DEL04336,ORD04336,10,Delayed,158
DEL04337,ORD04337,14,Delayed,196
DEL04338,ORD04338,4,Delivered,234
DEL04339,ORD04339,6,Delivered,98
DEL04340,ORD04340,14,Delayed,483
DEL04341,ORD04341,14,Delivered,246
DEL04342,ORD04342,6,Delayed,446
DEL04343,ORD04343,7,Delivered,476
DEL04344,ORD04344,5,Delivered,77
DEL04345,ORD04345,8,Delivered,359
DEL04346,ORD04346,5,Delivered,186
DEL04347,ORD04347,3,Delivered,50
DEL04348,ORD04348,8,Delayed,474
DEL04349,ORD04349,6,Delayed,75
DEL04350,ORD04350,5,Delayed,445
DEL04351,ORD04351,8,Delivered,172
DEL04352,ORD04352,12,Delayed,233
DEL04353,ORD04353,12,Delivered,264
DEL04354,ORD04354,13,Delayed,264
DEL04355,ORD04355,4,Delivered,157
DEL04356,ORD04356,7,Delivered,75
DEL04357,ORD04357,10,Delayed,357
DEL04358,ORD04358,12,Delayed,296
DEL04359,ORD04359,14,Delivered,358
DEL04360,ORD04360,10,Delivered,283
DEL04361,ORD04361,3,Delivered,203
DEL04362,ORD04362,4,Delivered,235
DEL04363,ORD04363,7,Delivered,137
DEL04364,ORD04364,6,Delivered,217
DEL04365,ORD04365,5,Delivered,331
DEL04366,ORD04366,5,Delivered,186
DEL04367,ORD04367,10,Delayed,258
DEL04368,ORD04368,14,Delivered,240
DEL04369,ORD04369,3,Delivered,130
DEL04370,ORD04370,8,Delayed,180
DEL04371,ORD04371,14,Delivered,317
DEL04372,ORD04372,5,Delayed,196
DEL04373,ORD04373,2,Delivered,130
DEL04374,ORD04374,8,Delivered,237
DEL04375,ORD04375,6,Delayed,446
DEL04376,ORD04376,12,Delivered,257
DEL04377,ORD04377,9,Delivered,350
DEL04378,ORD04378,9,Delivered,404
DEL04379,ORD04379,8,Delivered,196
DEL04380,ORD04380,7,Delivered,58
DEL04381,ORD04381,6,Delivered,257
DEL04382,ORD04382,4,Delivered,197
DEL04383,ORD04383,13,Delivered,262
DEL04384,ORD04384,5,Delivered,329
DEL04385,ORD04385,7,Delivered,114
DEL04386,ORD04386,10,Delivered,472
DEL04387,ORD04387,14,Delivered,485
DEL04388,ORD04388,14,Delayed,303
DEL04389,ORD04389,14,Delivered,300
DEL04390,ORD04390,4,Delivered,66
DEL04391,ORD04391,14,Delayed,379
DEL04392,ORD04392,2,Delivered,236
DEL04393,ORD04393,8,Delivered,435
DEL04394,ORD04394,7,Delayed,157
DEL04395,ORD04395,8,Delivered,160
DEL04396,ORD04396,8,Delivered,92
DEL04397,ORD04397,6,Delayed,131
DEL04398,ORD04398,8,Delivered,308
DEL04399,ORD04399,14,Delayed,463
DEL04400,ORD04400,6,Delivered,105
DEL04401,ORD04401,9,Delayed,492
DEL04402,ORD04402,5,Delivered,420
DEL04403,ORD04403,11,Delivered,272
DEL04404,ORD04404,7,Delivered,102
DEL04405,ORD04405,7,Delivered,52
DEL04406,ORD04406,3,Delivered,180
DEL04407,ORD04407,12,Delivered,212
DEL04408,ORD04408,13,Delivered,190
DEL04409,ORD04409,8,Delayed,264
DEL04410,ORD04410,6,Delivered,390
DEL04411,ORD04411,10,Delayed,374
DEL04412,ORD04412,8,Delivered,165
DEL04413,ORD04413,3,Delivered,230
DEL04414,ORD04414,6,Delivered,205
DEL04415,ORD04415,8,Delayed,180
DEL04416,ORD04416,5,Delivered,131
DEL04417,ORD04417,5,Delivered,333
DEL04418,ORD04418,8,Delayed,497
DEL04419,ORD04419,11,Delivered,156
DEL04420,ORD04420,6,Delivered,173
DEL04421,ORD04421,9,Delivered,455
DEL04422,ORD04422,11,Delivered,315
DEL04423,ORD04423,2,Delayed,98
DEL04424,ORD04424,14,Delivered,362
DEL04425,ORD04425,10,Delayed,198
DEL04426,ORD04426,10,Delivered,267
DEL04427,ORD04427,10,Delayed,377
DEL04428,ORD04428,13,Delivered,422
DEL04429,ORD04429,7,Delayed,364
DEL04430,ORD04430,6,Delivered,62
DEL04431,ORD04431,4,Delivered,76
DEL04432,ORD04432,6,Delayed,311
DEL04433,ORD04433,3,Delivered,109
DEL04434,ORD04434,6,Delivered,313
DEL04435,ORD04435,11,Delayed,403
DEL04436,ORD04436,5,Delivered,488
DEL04437,ORD04437,2,Delivered,205
DEL04438,ORD04438,7,Delayed,103
DEL04439,ORD04439,3,Delivered,116
DEL04440,ORD04440,7,Delivered,398
DEL04441,ORD04441,2,Delayed,113
DEL04442,ORD04442,10,Delivered,342
DEL04443,ORD04443,8,Delivered,426
DEL04444,ORD04444,9,Delayed,469
DEL04445,ORD04445,7,Delayed,292
DEL04446,ORD04446,2,Delivered,136
DEL04447,ORD04447,12,Delayed,421
DEL04448,ORD04448,11,Delivered,248
DEL04449,ORD04449,8,Delayed,235
DEL04450,ORD04450,12,Delivered,195
DEL04451,ORD04451,7,Delivered,221
DEL04452,ORD04452,13,Delivered,473
DEL04453,ORD04453,7,Delivered,114
DEL04454,ORD04454,8,Delivered,473
DEL04455,ORD04455,13,Delayed,326
DEL04456,ORD04456,12,Delayed,436
DEL04457,ORD04457,11,Delivered,419
DEL04458,ORD04458,6,Delivered,462
DEL04459,ORD04459,4,Delivered,73
DEL04460,ORD04460,8,Delivered,221
DEL04461,ORD04461,11,Delivered,244
DEL04462,ORD04462,4,Delivered,237
DEL04463,ORD04463,4,Delivered,120
DEL04464,ORD04464,6,Delayed,426
DEL04465,ORD04465,13,Delayed,421
DEL04466,ORD04466,6,Delayed,283
DEL04467,ORD04467,8,Delivered,327
DEL04468,ORD04468,8,Delivered,231
DEL04469,ORD04469,5,Delivered,98
DEL04470,ORD04470,14,Delivered,154
DEL04471,ORD04471,6,Delivered,243
DEL04472,ORD04472,4,Delivered,163
DEL04473,ORD04473,6,Delivered,232
DEL04474,ORD04474,6,Delivered,249
DEL04475,ORD04475,5,Delivered,418
DEL04476,ORD04476,5,Delivered,187
DEL04477,ORD04477,8,Delivered,302
DEL04478,ORD04478,13,Delivered,425
DEL04479,ORD04479,14,Delayed,237
DEL04480,ORD04480,5,Delivered,95
DEL04481,ORD04481,11,Delayed,389
DEL04482,ORD04482,11,Delivered,257
DEL04483,ORD04483,8,Delayed,158
DEL04484,ORD04484,11,Delivered,171
DEL04485,ORD04485,11,Delivered,227
DEL04486,ORD04486,8,Delayed,256
DEL04487,ORD04487,4,Delivered,205
DEL04488,ORD04488,12,Delivered,294
DEL04489,ORD04489,11,Delivered,272
DEL04490,ORD04490,5,Delayed,267
DEL04491,ORD04491,6,Delivered,348
DEL04492,ORD04492,5,Delayed,95
DEL04493,ORD04493,13,Delivered,290
DEL04494,ORD04494,9,Delivered,187
DEL04495,ORD04495,13,Delivered,475
DEL04496,ORD04496,8,Delivered,146
DEL04497,ORD04497,4,Delivered,69
DEL04498,ORD04498,5,Delivered,411
DEL04499,ORD04499,2,Delivered,59
DEL04500,ORD04500,7,Delivered,61
DEL04501,ORD04501,7,Delayed,349
DEL04502,ORD04502,11,Delivered,452
DEL04503,ORD04503,12,Delayed,284
DEL04504,ORD04504,8,Delayed,411
DEL04505,ORD04505,2,Delivered,234
DEL04506,ORD04506,9,Delivered,292
DEL04507,ORD04507,11,Delayed,349
DEL04508,ORD04508,6,Delivered,123
DEL04509,ORD04509,8,Delivered,106
DEL04510,ORD04510,6,Delivered,370
DEL04511,ORD04511,9,Delayed,228
DEL04512,ORD04512,6,Delivered,99
DEL04513,ORD04513,5,Delivered,385
DEL04514,ORD04514,5,Delayed,387
DEL04515,ORD04515,6,Delivered,145
DEL04516,ORD04516,5,Delayed,327
DEL04517,ORD04517,11,Delivered,372
DEL04518,ORD04518,13,Delivered,323
DEL04519,ORD04519,8,Delivered,212
DEL04520,ORD04520,9,Delivered,383
DEL04521,ORD04521,10,Delayed,280
DEL04522,ORD04522,7,Delayed,438
DEL04523,ORD04523,7,Delivered,92
DEL04524,ORD04524,3,Delivered,90
DEL04525,ORD04525,13,Delayed,493
DEL04526,ORD04526,10,Delivered,484
DEL04527,ORD04527,6,Delivered,224
DEL04528,ORD04528,12,Delivered,350
DEL04529,ORD04529,7,Delayed,363
DEL04530,ORD04530,10,Delayed,173
DEL04531,ORD04531,12,Delayed,266
DEL04532,ORD04532,9,Delivered,457
DEL04533,ORD04533,4,Delivered,111
DEL04534,ORD04534,10,Delayed,173
DEL04535,ORD04535,12,Delayed,278
DEL04536,ORD04536,8,Delivered,437
DEL04537,ORD04537,9,Delayed,174
DEL04538,ORD04538,12,Delivered,478
DEL04539,ORD04539,8,Delivered,455
DEL04540,ORD04540,7,Delayed,437
DEL04541,ORD04541,2,Delivered,98
DEL04542,ORD04542,13,Delayed,360
DEL04543,ORD04543,9,Delivered,434
DEL04544,ORD04544,7,Delayed,452
DEL04545,ORD04545,4,Delivered,55
DEL04546,ORD04546,9,Delivered,493
DEL04547,ORD04547,7,Delivered,77
DEL04548,ORD04548,10,Delivered,210
DEL04549,ORD04549,12,Delivered,399
DEL04550,ORD04550,14,Delivered,176
DEL04551,ORD04551,9,Delivered,390
DEL04552,ORD04552,14,Delayed,204
DEL04553,ORD04553,2,Delayed,174
DEL04554,ORD04554,5,Delayed,252
DEL04555,ORD04555,11,Delayed,420
DEL04556,ORD04556,7,Delayed,120
DEL04557,ORD04557,5,Delivered,134
DEL04558,ORD04558,8,Delivered,103
DEL04559,ORD04559,14,Delivered,343
DEL04560,ORD04560,12,Delivered,219
DEL04561,ORD04561,7,Delivered,64
DEL04562,ORD04562,4,Delivered,76
DEL04563,ORD04563,2,Delivered,189
DEL04564,ORD04564,6,Delivered,202
DEL04565,ORD04565,10,Delayed,217
DEL04566,ORD04566,7,Delivered,122
DEL04567,ORD04567,14,Delayed,276
DEL04568,ORD04568,11,Delivered,159
DEL04569,ORD04569,8,Delivered,231
DEL04570,ORD04570,4,Delivered,83
DEL04571,ORD04571,5,Delivered,193
DEL04572,ORD04572,2,Delivered,105
DEL04573,ORD04573,11,Delivered,250
DEL04574,ORD04574,2,Delivered,167
DEL04575,ORD04575,13,Delivered,184
DEL04576,ORD04576,12,Delayed,347
DEL04577,ORD04577,14,Delivered,413
DEL04578,ORD04578,3,Delivered,52
DEL04579,ORD04579,8,Delivered,141
DEL04580,ORD04580,7,Delivered,353
DEL04581,ORD04581,4,Delivered,98
DEL04582,ORD04582,8,Delayed,169
DEL04583,ORD04583,5,Delivered,197
DEL04584,ORD04584,8,Delivered,204
DEL04585,ORD04585,12,Delivered,318
DEL04586,ORD04586,3,Delayed,222
DEL04587,ORD04587,8,Delivered,168
DEL04588,ORD04588,6,Delivered,60
DEL04589,ORD04589,5,Delivered,186
DEL04590,ORD04590,10,Delayed,349
DEL04591,ORD04591,14,Delayed,395
DEL04592,ORD04592,14,Delivered,347
DEL04593,ORD04593,8,Delivered,278
DEL04594,ORD04594,3,Delivered,152
DEL04595,ORD04595,2,Delivered,63
DEL04596,ORD04596,9,Delayed,206
DEL04597,ORD04597,4,Delivered,159
DEL04598,ORD04598,8,Delivered,166
DEL04599,ORD04599,6,Delivered,500
DEL04600,ORD04600,5,Delivered,219
DEL04601,ORD04601,11,Delivered,445
DEL04602,ORD04602,4,Delivered,179
DEL04603,ORD04603,11,Delivered,276
DEL04604,ORD04604,6,Delivered,166
DEL04605,ORD04605,12,Delayed,434
DEL04606,ORD04606,5,Delayed,78
DEL04607,ORD04607,4,Delivered,172
DEL04608,ORD04608,8,Delivered,67
DEL04609,ORD04609,14,Delivered,210
DEL04610,ORD04610,8,Delivered,193
DEL04611,ORD04611,6,Delayed,143
DEL04612,ORD04612,9,Delayed,445
DEL04613,ORD04613,2,Delayed,209
DEL04614,ORD04614,13,Delivered,299
DEL04615,ORD04615,13,Delayed,321
DEL04616,ORD04616,12,Delivered,266
DEL04617,ORD04617,8,Delayed,383
DEL04618,ORD04618,6,Delivered,421
DEL04619,ORD04619,5,Delivered,176
DEL04620,ORD04620,11,Delayed,468
DEL04621,ORD04621,13,Delivered,198
DEL04622,ORD04622,5,Delivered,152
DEL04623,ORD04623,5,Delivered,377
DEL04624,ORD04624,7,Delayed,272
DEL04625,ORD04625,5,Delivered,366
DEL04626,ORD04626,12,Delivered,460
DEL04627,ORD04627,5,Delivered,184
DEL04628,ORD04628,13,Delayed,407
DEL04629,ORD04629,9,Delivered,228
DEL04630,ORD04630,9,Delayed,282
DEL04631,ORD04631,6,Delivered,239
DEL04632,ORD04632,6,Delayed,478
DEL04633,ORD04633,7,Delivered,99
DEL04634,ORD04634,7,Delayed,132
DEL04635,ORD04635,7,Delivered,143
DEL04636,ORD04636,8,Delivered,193
DEL04637,ORD04637,12,Delayed,184
DEL04638,ORD04638,8,Delayed,450
DEL04639,ORD04639,10,Delayed,481
DEL04640,ORD04640,11,Delivered,403
DEL04641,ORD04641,4,Delivered,99
DEL04642,ORD04642,6,Delivered,393
DEL04643,ORD04643,5,Delivered,281
DEL04644,ORD04644,10,Delayed,343
DEL04645,ORD04645,5,Delivered,300
DEL04646,ORD04646,11,Delivered,499
DEL04647,ORD04647,5,Delivered,140
DEL04648,ORD04648,12,Delayed,206
DEL04649,ORD04649,6,Delivered,230
DEL04650,ORD04650,2,Delivered,162
DEL04651,ORD04651,5,Delayed,360
DEL04652,ORD04652,7,Delivered,384
DEL04653,ORD04653,2,Delivered,226
DEL04654,ORD04654,6,Delivered,211
DEL04655,ORD04655,5,Delivered,151
DEL04656,ORD04656,12,Delivered,167
DEL04657,ORD04657,9,Delayed,276
DEL04658,ORD04658,7,Delivered,109
DEL04659,ORD04659,13,Delayed,308
DEL04660,ORD04660,12,Delivered,214
DEL04661,ORD04661,9,Delayed,346
DEL04662,ORD04662,3,Delivered,217
DEL04663,ORD04663,11,Delivered,467
DEL04664,ORD04664,10,Delivered,329
DEL04665,ORD04665,11,Delivered,183
DEL04666,ORD04666,14,Delivered,391
DEL04667,ORD04667,7,Delivered,494
DEL04668,ORD04668,5,Delivered,162
DEL04669,ORD04669,9,Delivered,485
DEL04670,ORD04670,7,Delivered,292
DEL04671,ORD04671,11,Delivered,439
DEL04672,ORD04672,8,Delayed,235
DEL04673,ORD04673,7,Delayed,161
DEL04674,ORD04674,6,Delivered,220
DEL04675,ORD04675,2,Delayed,111
DEL04676,ORD04676,2,Delivered,135
DEL04677,ORD04677,6,Delivered,264
DEL04678,ORD04678,8,Delivered,192
DEL04679,ORD04679,5,Delivered,125
DEL04680,ORD04680,7,Delivered,359
DEL04681,ORD04681,5,Delivered,375
DEL04682,ORD04682,10,Delivered,404
DEL04683,ORD04683,14,Delivered,341
DEL04684,ORD04684,6,Delayed,176
DEL04685,ORD04685,9,Delivered,197
DEL04686,ORD04686,10,Delivered,494
DEL04687,ORD04687,6,Delivered,161
DEL04688,ORD04688,13,Delivered,353
DEL04689,ORD04689,3,Delivered,130
DEL04690,ORD04690,11,Delivered,481
DEL04691,ORD04691,6,Delivered,337
DEL04692,ORD04692,8,Delivered,243
DEL04693,ORD04693,6,Delivered,449
DEL04694,ORD04694,4,Delivered,200
DEL04695,ORD04695,7,Delayed,382
DEL04696,ORD04696,9,Delivered,321
DEL04697,ORD04697,6,Delayed,469
DEL04698,ORD04698,7,Delivered,90
DEL04699,ORD04699,11,Delivered,195
DEL04700,ORD04700,2,Delivered,131
DEL04701,ORD04701,8,Delivered,135
DEL04702,ORD04702,7,Delayed,495
DEL04703,ORD04703,2,Delivered,239
DEL04704,ORD04704,5,Delivered,204
DEL04705,ORD04705,7,Delayed,448
DEL04706,ORD04706,14,Delivered,435
DEL04707,ORD04707,13,Delayed,457
DEL04708,ORD04708,8,Delayed,379
DEL04709,ORD04709,13,Delayed,491
DEL04710,ORD04710,7,Delivered,355
DEL04711,ORD04711,8,Delivered,203
DEL04712,ORD04712,13,Delivered,159
DEL04713,ORD04713,8,Delivered,201
DEL04714,ORD04714,10,Delayed,485
DEL04715,ORD04715,2,Delivered,189
DEL04716,ORD04716,8,Delivered,260
DEL04717,ORD04717,10,Delivered,167
DEL04718,ORD04718,5,Delivered,323
DEL04719,ORD04719,10,Delivered,478
DEL04720,ORD04720,8,Delivered,201
DEL04721,ORD04721,6,Delayed,270
DEL04722,ORD04722,11,Delivered,362
DEL04723,ORD04723,2,Delayed,85
DEL04724,ORD04724,7,Delayed,298
DEL04725,ORD04725,8,Delivered,158
DEL04726,ORD04726,13,Delivered,208
DEL04727,ORD04727,14,Delayed,418
DEL04728,ORD04728,8,Delivered,90
DEL04729,ORD04729,14,Delayed,410
DEL04730,ORD04730,14,Delivered,314
DEL04731,ORD04731,11,Delayed,152
DEL04732,ORD04732,5,Delivered,275
DEL04733,ORD04733,11,Delivered,339
DEL04734,ORD04734,12,Delayed,211
DEL04735,ORD04735,4,Delayed,175
DEL04736,ORD04736,7,Delivered,74
DEL04737,ORD04737,14,Delivered,469
DEL04738,ORD04738,9,Delayed,270
DEL04739,ORD04739,7,Delivered,242
DEL04740,ORD04740,11,Delivered,288
DEL04741,ORD04741,5,Delayed,86
DEL04742,ORD04742,4,Delivered,98
DEL04743,ORD04743,7,Delivered,265
DEL04744,ORD04744,9,Delayed,432
DEL04745,ORD04745,4,Delayed,74
DEL04746,ORD04746,2,Delivered,105
DEL04747,ORD04747,4,Delivered,249
DEL04748,ORD04748,10,Delivered,428
DEL04749,ORD04749,7,Delivered,53
DEL04750,ORD04750,3,Delivered,197
DEL04751,ORD04751,13,Delivered,262
DEL04752,ORD04752,7,Delayed,495
DEL04753,ORD04753,6,Delivered,140
DEL04754,ORD04754,2,Delivered,200
DEL04755,ORD04755,6,Delivered,148
DEL04756,ORD04756,3,Delivered,95
DEL04757,ORD04757,5,Delayed,86
DEL04758,ORD04758,7,Delivered,91
DEL04759,ORD04759,6,Delivered,110
DEL04760,ORD04760,12,Delivered,324
DEL04761,ORD04761,6,Delivered,422
DEL04762,ORD04762,7,Delayed,242
DEL04763,ORD04763,12,Delayed,437
DEL04764,ORD04764,7,Delayed,218
DEL04765,ORD04765,6,Delivered,382
DEL04766,ORD04766,11,Delivered,216
DEL04767,ORD04767,5,Delayed,218
DEL04768,ORD04768,4,Delivered,118
DEL04769,ORD04769,8,Delivered,292
DEL04770,ORD04770,8,Delivered,468
DEL04771,ORD04771,7,Delayed,272
DEL04772,ORD04772,13,Delayed,370
DEL04773,ORD04773,5,Delivered,196
DEL04774,ORD04774,5,Delivered,213
DEL04775,ORD04775,12,Delayed,396
DEL04776,ORD04776,5,Delivered,199
DEL04777,ORD04777,9,Delivered,150
DEL04778,ORD04778,4,Delivered,113
DEL04779,ORD04779,3,Delivered,150
DEL04780,ORD04780,13,Delivered,378
DEL04781,ORD04781,8,Delivered,208
DEL04782,ORD04782,8,Delivered,294
DEL04783,ORD04783,8,Delivered,452
DEL04784,ORD04784,3,Delivered,84
DEL04785,ORD04785,12,Delivered,394
DEL04786,ORD04786,12,Delivered,383
DEL04787,ORD04787,7,Delivered,136
DEL04788,ORD04788,13,Delayed,419
DEL04789,ORD04789,6,Delayed,201
DEL04790,ORD04790,13,Delivered,308
DEL04791,ORD04791,8,Delivered,343
DEL04792,ORD04792,14,Delayed,352
DEL04793,ORD04793,5,Delivered,188
DEL04794,ORD04794,7,Delayed,158
DEL04795,ORD04795,12,Delayed,319
DEL04796,ORD04796,8,Delivered,193
DEL04797,ORD04797,8,Delivered,202
DEL04798,ORD04798,2,Delivered,148
DEL04799,ORD04799,14,Delivered,240
DEL04800,ORD04800,7,Delayed,480
DEL04801,ORD04801,10,Delivered,308
DEL04802,ORD04802,7,Delivered,220
DEL04803,ORD04803,6,Delivered,124
DEL04804,ORD04804,7,Delivered,165
DEL04805,ORD04805,13,Delivered,441
DEL04806,ORD04806,3,Delivered,233
DEL04807,ORD04807,8,Delivered,443
DEL04808,ORD04808,10,Delivered,449
DEL04809,ORD04809,6,Delivered,436
DEL04810,ORD04810,3,Delayed,108
DEL04811,ORD04811,5,Delayed,194
DEL04812,ORD04812,3,Delivered,176
DEL04813,ORD04813,3,Delivered,152
DEL04814,ORD04814,8,Delivered,199
DEL04815,ORD04815,9,Delayed,438
DEL04816,ORD04816,7,Delivered,168
DEL04817,ORD04817,6,Delivered,210
DEL04818,ORD04818,5,Delivered,172
DEL04819,ORD04819,5,Delivered,165
DEL04820,ORD04820,7,Delayed,408
DEL04821,ORD04821,6,Delivered,64
DEL04822,ORD04822,6,Delivered,314
DEL04823,ORD04823,4,Delivered,77
DEL04824,ORD04824,8,Delivered,243
DEL04825,ORD04825,7,Delivered,151
DEL04826,ORD04826,13,Delivered,154
DEL04827,ORD04827,10,Delayed,413
DEL04828,ORD04828,9,Delayed,230
DEL04829,ORD04829,8,Delayed,222
DEL04830,ORD04830,14,Delivered,351
DEL04831,ORD04831,14,Delayed,302
DEL04832,ORD04832,5,Delivered,326
DEL04833,ORD04833,14,Delivered,387
DEL04834,ORD04834,6,Delayed,242
DEL04835,ORD04835,8,Delivered,270
DEL04836,ORD04836,5,Delivered,145
DEL04837,ORD04837,5,Delivered,163
DEL04838,ORD04838,11,Delivered,321
DEL04839,ORD04839,4,Delivered,62
DEL04840,ORD04840,5,Delayed,303
DEL04841,ORD04841,5,Delivered,203
DEL04842,ORD04842,12,Delivered,394
DEL04843,ORD04843,13,Delayed,165
DEL04844,ORD04844,2,Delayed,219
DEL04845,ORD04845,2,Delivered,173
DEL04846,ORD04846,5,Delayed,231
DEL04847,ORD04847,8,Delivered,177
DEL04848,ORD04848,12,Delayed,227
DEL04849,ORD04849,12,Delayed,211
DEL04850,ORD04850,9,Delivered,267
DEL04851,ORD04851,6,Delivered,218
DEL04852,ORD04852,8,Delivered,228
DEL04853,ORD04853,11,Delivered,443
DEL04854,ORD04854,10,Delivered,316
DEL04855,ORD04855,5,Delivered,102
DEL04856,ORD04856,12,Delayed,436
DEL04857,ORD04857,12,Delivered,240
DEL04858,ORD04858,14,Delayed,302
DEL04859,ORD04859,4,Delivered,235
DEL04860,ORD04860,7,Delivered,498
DEL04861,ORD04861,14,Delayed,477
DEL04862,ORD04862,11,Delayed,493
DEL04863,ORD04863,14,Delivered,352
DEL04864,ORD04864,4,Delivered,150
DEL04865,ORD04865,8,Delayed,447
DEL04866,ORD04866,14,Delivered,313
DEL04867,ORD04867,8,Delivered,136
DEL04868,ORD04868,3,Delivered,54
DEL04869,ORD04869,3,Delivered,149
DEL04870,ORD04870,5,Delayed,333
DEL04871,ORD04871,4,Delivered,64
DEL04872,ORD04872,8,Delayed,239
DEL04873,ORD04873,9,Delivered,406
DEL04874,ORD04874,10,Delayed,250
DEL04875,ORD04875,7,Delayed,211
DEL04876,ORD04876,14,Delivered,362
DEL04877,ORD04877,12,Delayed,471
DEL04878,ORD04878,4,Delivered,198
DEL04879,ORD04879,5,Delivered,167
DEL04880,ORD04880,10,Delivered,334
DEL04881,ORD04881,6,Delivered,232
DEL04882,ORD04882,2,Delivered,96
DEL04883,ORD04883,5,Delivered,205
DEL04884,ORD04884,10,Delayed,299
DEL04885,ORD04885,12,Delivered,154
DEL04886,ORD04886,14,Delivered,276
DEL04887,ORD04887,8,Delivered,215
DEL04888,ORD04888,3,Delivered,170
DEL04889,ORD04889,2,Delivered,90
DEL04890,ORD04890,8,Delivered,189
DEL04891,ORD04891,6,Delivered,334
DEL04892,ORD04892,7,Delayed,461
DEL04893,ORD04893,4,Delivered,94
DEL04894,ORD04894,6,Delivered,452
DEL04895,ORD04895,8,Delivered,71
DEL04896,ORD04896,10,Delayed,435
DEL04897,ORD04897,8,Delivered,338
DEL04898,ORD04898,13,Delivered,315
DEL04899,ORD04899,11,Delivered,249
DEL04900,ORD04900,7,Delayed,430
DEL04901,ORD04901,14,Delayed,264
DEL04902,ORD04902,7,Delayed,428
DEL04903,ORD04903,6,Delivered,177
DEL04904,ORD04904,10,Delayed,456
DEL04905,ORD04905,12,Delivered,230
DEL04906,ORD04906,12,Delivered,286
DEL04907,ORD04907,10,Delivered,167
DEL04908,ORD04908,13,Delivered,275
DEL04909,ORD04909,6,Delayed,431
DEL04910,ORD04910,13,Delivered,429
DEL04911,ORD04911,5,Delivered,130
DEL04912,ORD04912,10,Delayed,163
DEL04913,ORD04913,13,Delayed,206
DEL04914,ORD04914,13,Delivered,155
DEL04915,ORD04915,7,Delayed,192
DEL04916,ORD04916,5,Delivered,202
DEL04917,ORD04917,9,Delivered,405
DEL04918,ORD04918,3,Delivered,164
DEL04919,ORD04919,5,Delivered,146
DEL04920,ORD04920,8,Delivered,212
DEL04921,ORD04921,8,Delivered,262
